customer_id,customer_name,industry,customer_segment,country,region,customer_since
CUST_005988,"Simmons, Martin and Olsen",Automotive,Mid Market,Netherlands,North America,2024-03-04
CUST_048064,"Evans, Garcia and Gallagher",Energy,Small Business,Sweden,Asia Pacific,2024-06-18
CUST_001813,"Parker, Brewer and Schneider",Automotive,Small Business,Canada,North America,2021-06-20
CUST_027579,"Howard, Lopez and Smith",Logistics,Consumer,United Kingdom,North America,2023-11-08
CUST_016824,"Clark, King and Meadows",Healthcare,Small Business,Netherlands,North America,2025-08-26
CUST_003929,Young-Hanson,Technology,Enterprise,Japan,Asia Pacific,2023-12-23
CUST_037287,Horton Ltd,Retail,Mid Market,United States,North America,2023-10-02
CUST_025046,Reed-Peters,Healthcare,Small Business,Germany,Asia Pacific,2024-05-19
CUST_015728,"Harris, Martin and Johnson",Retail,Mid Market,Germany,Europe,2022-08-10
CUST_029601,"Huber, Reynolds and Dickerson",Finance,Enterprise,UNKNOWN,North America,2024-03-18
CUST_010431,Hall-Mcclain,Automotive,Enterprise,Japan,North America,2024-11-02
CUST_025769,Johnson-Alexander,Automotive,Enterprise,France,Asia Pacific,2024-08-18
CUST_029104,"Erickson, Olson and Crane",Healthcare,Mid Market,Sweden,Asia Pacific,2026-06-24
CUST_036538,Martinez Ltd,Energy,Small Business,United States,Asia Pacific,2025-02-21
CUST_039329,Frank and Sons,Manufacturing,Enterprise,Netherlands,Asia Pacific,2023-11-17
CUST_035540,"Perez, Underwood and Gallagher",Energy,Consumer,France,Asia Pacific,2025-03-18
CUST_028076,Baker-Hawkins,Retail,Consumer,India,Asia Pacific,2021-03-05
CUST_017841,Jones-Ford,Retail,Consumer,United Kingdom,North America,2023-09-01
CUST_027803,Cross Ltd,Healthcare,Mid Market,India,Europe,2023-03-06
CUST_007683,Miller-Hamilton,Energy,Mid Market,United Kingdom,Asia Pacific,2024-08-17
CUST_024280,Johnson LLC,UNKNOWN,Consumer,United States,Asia Pacific,2024-01-07
CUST_033071,Berry-Smith,UNKNOWN,Enterprise,UNKNOWN,Europe,2024-09-06
CUST_035558,Taylor-Jordan,Technology,Small Business,United Kingdom,North America,2026-03-02
CUST_037190,"Howard, Thomas and Brown",Manufacturing,Mid Market,India,Asia Pacific,2022-12-13
CUST_047150,Kelly-Mitchell,Healthcare,Mid Market,Australia,North America,2024-01-28
CUST_046916,Thomas Group,Energy,Consumer,Canada,North America,2023-03-01
CUST_009802,"Spencer, Taylor and Banks",Retail,Enterprise,Netherlands,North America,2023-11-01
CUST_038801,Quinn LLC,Manufacturing,Consumer,Sweden,Europe,2022-09-19
CUST_024670,Cantrell-Huff,Retail,Mid Market,Sweden,Europe,2024-11-07
CUST_044234,"Acosta, Kramer and Parsons",Energy,Consumer,United States,Asia Pacific,2024-12-22
CUST_031920,Greer PLC,Healthcare,Consumer,France,Asia Pacific,2025-01-14
CUST_007135,Singh-Blevins,Energy,Small Business,Japan,Europe,2025-09-03
CUST_033705,"Johnson, Palmer and Duarte",Finance,Small Business,Japan,Europe,2025-08-15
CUST_029661,"Johnson, Daniels and Cline",Energy,Mid Market,Netherlands,North America,2024-05-24
CUST_017894,Russell-Rasmussen,Automotive,Mid Market,India,Europe,2023-10-24
CUST_022019,"Brown, Nguyen and Hernandez",UNKNOWN,Mid Market,Australia,Europe,2021-03-27
CUST_013539,"Levy, Lopez and Ferguson",UNKNOWN,Consumer,Sweden,North America,2026-02-10
CUST_043119,"Dixon, Fletcher and Lee",Automotive,Consumer,Australia,North America,2022-02-19
CUST_036421,"Hernandez, Bean and Hill",Manufacturing,Consumer,Netherlands,Europe,2025-07-23
CUST_009406,"Porter, Mills and Walker",Energy,Enterprise,United States,Europe,2024-04-09
CUST_013414,West-Brown,Manufacturing,Small Business,Australia,Europe,2026-02-10
CUST_006721,Robertson-Thomas,Technology,Enterprise,Netherlands,Asia Pacific,2025-08-19
CUST_015602,Reyes Inc,Finance,Consumer,Netherlands,Europe,2024-10-11
CUST_044744,"Paul, Garcia and Williams",Retail,Small Business,France,North America,2022-10-27
CUST_031139,Anderson LLC,Logistics,Small Business,Japan,Europe,2025-04-20
CUST_002730,Kennedy-Clark,Energy,UNKNOWN,Sweden,Europe,2022-10-25
CUST_038243,Alexander-Wong,Manufacturing,Consumer,Australia,Asia Pacific,2024-12-29
CUST_029626,"Jensen, Montoya and Aguirre",Logistics,Mid Market,Germany,North America,2021-08-22
CUST_047895,Murray Ltd,Finance,Small Business,Sweden,Europe,2024-09-17
CUST_042091,Moore-Clark,Logistics,Small Business,India,North America,2021-11-12
CUST_036400,Gregory and Sons,Retail,Enterprise,India,Asia Pacific,2022-08-07
CUST_006245,Ramos LLC,Manufacturing,Small Business,France,North America,2022-11-26
CUST_005546,Moran Group,Energy,Enterprise,Sweden,Europe,2025-05-01
CUST_004065,Thompson-Davis,Energy,Mid Market,UNKNOWN,Asia Pacific,2021-02-15
CUST_012852,Brandt and Sons,Healthcare,Mid Market,Sweden,Europe,2025-08-03
CUST_021803,Brown Ltd,Technology,Consumer,Sweden,Asia Pacific,2022-12-17
CUST_041164,Newman-Johnson,Retail,Small Business,Netherlands,North America,2021-09-07
CUST_006233,Tanner Ltd,Logistics,Mid Market,Australia,Europe,2024-08-03
CUST_003863,"Sherman, Huff and Pollard",Automotive,Small Business,Germany,Asia Pacific,2025-07-19
CUST_035095,"Lewis, Conley and Rhodes",Retail,Enterprise,France,Asia Pacific,2021-11-15
CUST_040196,Ballard LLC,Automotive,Small Business,Sweden,Europe,2026-03-07
CUST_039251,"Jimenez, Aguirre and Chen",Energy,Mid Market,Australia,North America,2025-06-13
CUST_006218,"Rogers, Jones and Garner",Technology,Mid Market,United States,Europe,2026-03-03
CUST_036776,Owen-Lee,Technology,Enterprise,Netherlands,Europe,2023-05-22
CUST_042977,Warren-Lin,Energy,Mid Market,Japan,Asia Pacific,2022-10-10
CUST_048468,Pierce-Cooper,Retail,Small Business,Australia,North America,2021-11-12
CUST_014832,"Jimenez, Richmond and Allen",Finance,Small Business,France,North America,2022-10-12
CUST_030093,Merritt Inc,Energy,UNKNOWN,UNKNOWN,Europe,2022-06-03
CUST_008894,Cobb PLC,Energy,Mid Market,Canada,Asia Pacific,2024-03-25
CUST_006021,Thomas PLC,Manufacturing,Consumer,Sweden,Asia Pacific,2023-01-12
CUST_046089,Erickson-Melendez,Retail,Small Business,Sweden,Asia Pacific,2024-11-22
CUST_015243,Hooper-Ware,Automotive,Consumer,Germany,North America,2023-01-28
CUST_045308,Dominguez Ltd,Retail,Consumer,Germany,Asia Pacific,2022-08-19
CUST_026551,"Jackson, Henderson and Lee",Technology,Small Business,Australia,Europe,2026-02-14
CUST_006035,Tucker Group,Finance,Consumer,Sweden,Asia Pacific,2024-01-07
CUST_007906,Choi-Garcia,Automotive,Mid Market,Australia,Asia Pacific,2025-01-17
CUST_032226,"Taylor, Bailey and Martinez",Retail,Mid Market,India,Europe,2023-09-15
CUST_006018,"Lowery, Macdonald and Mcdowell",Logistics,Small Business,Sweden,North America,2024-04-17
CUST_021880,Jenkins-Collier,Manufacturing,Enterprise,UNKNOWN,Asia Pacific,2023-05-21
CUST_002792,Lyons-Gordon,Retail,Enterprise,Australia,North America,2025-07-23
CUST_042606,Diaz LLC,Finance,Consumer,Japan,Asia Pacific,2024-11-13
CUST_005824,Hall LLC,Automotive,Small Business,Germany,North America,2022-03-09
CUST_015388,"Brown, Flores and Reynolds",Energy,Small Business,Canada,Europe,2024-08-01
CUST_029562,Hernandez-Anderson,Technology,Enterprise,United Kingdom,North America,2023-07-13
CUST_039476,Cooper LLC,Manufacturing,Consumer,Germany,North America,2023-01-09
CUST_000293,"Moreno, Bennett and Chavez",Energy,Consumer,Canada,Europe,2021-11-12
CUST_016958,Thomas Ltd,Finance,Consumer,India,Asia Pacific,2026-01-01
CUST_030861,"Williams, Lawson and Gonzales",Technology,Enterprise,Netherlands,Asia Pacific,2023-01-25
CUST_014074,Pollard-Freeman,Retail,Consumer,India,Europe,2024-11-11
CUST_021857,Bowman-Carpenter,Logistics,Enterprise,Netherlands,Europe,2026-02-07
CUST_022080,Osborne-Juarez,Retail,Small Business,France,Europe,2025-11-11
CUST_017024,Rogers Ltd,Logistics,Small Business,France,Asia Pacific,2026-05-02
CUST_008740,Berg-Owens,Retail,Small Business,UNKNOWN,North America,2025-05-21
CUST_015826,"Cochran, Edwards and Ford",Technology,Enterprise,Japan,Europe,2025-01-04
CUST_002742,Robles PLC,Logistics,Mid Market,Australia,North America,2024-07-17
CUST_018049,Johnson-Glass,Manufacturing,Mid Market,Japan,North America,2023-06-15
CUST_049937,Lewis-Rodriguez,Healthcare,Consumer,Sweden,Europe,2026-05-21
CUST_017373,Foster-Thomas,Automotive,Mid Market,France,North America,2023-03-05
CUST_022022,Howard PLC,Technology,Mid Market,Canada,Europe,2023-07-26
CUST_046365,Lucero-Evans,Finance,Consumer,Sweden,Europe,2024-07-23
CUST_023538,Guerrero-Cross,Retail,Consumer,France,Asia Pacific,2024-11-22
CUST_045500,"Harper, Wilkinson and Dixon",Retail,Consumer,Japan,Asia Pacific,2023-07-26
CUST_040186,Moore-Perez,Finance,Mid Market,France,Europe,2023-03-26
CUST_009614,"Leon, Heath and Carpenter",Energy,UNKNOWN,Canada,North America,2025-08-22
CUST_043282,"Davis, Hogan and Wood",Healthcare,Small Business,Germany,North America,2024-12-26
CUST_037892,Gomez-Leonard,Manufacturing,Enterprise,India,Asia Pacific,2022-03-15
CUST_026179,Smith Ltd,Healthcare,Small Business,Netherlands,Europe,2021-09-21
CUST_045893,Hanson and Sons,Finance,Mid Market,United States,North America,2024-07-10
CUST_020934,Jones LLC,Automotive,Enterprise,Australia,Asia Pacific,2025-09-10
CUST_040972,Flores PLC,Retail,Consumer,Japan,Europe,2021-02-14
CUST_022225,Torres-Grant,Manufacturing,Consumer,Japan,Europe,2022-04-23
CUST_024382,Parker LLC,Technology,Small Business,Sweden,Asia Pacific,2022-11-06
CUST_034856,Ferguson Inc,Retail,Consumer,United States,North America,2021-09-13
CUST_048578,Aguilar Inc,UNKNOWN,Small Business,Netherlands,Asia Pacific,2025-07-03
CUST_038537,"Mccullough, Barr and Reyes",Automotive,Enterprise,Japan,Asia Pacific,2025-12-23
CUST_031756,"Cochran, Leonard and Miller",Healthcare,Small Business,Netherlands,Asia Pacific,2024-03-20
CUST_007754,Hunt-Baker,Logistics,Consumer,Sweden,Europe,2025-12-25
CUST_046639,Davis-Wilson,Technology,Mid Market,United Kingdom,Asia Pacific,2021-01-09
CUST_043835,"Waller, Spencer and Owens",Finance,UNKNOWN,France,North America,2023-10-30
CUST_026236,Blanchard-Keith,Healthcare,Consumer,United States,Asia Pacific,2023-11-16
CUST_044230,Williams and Sons,UNKNOWN,Small Business,United Kingdom,North America,2021-01-11
CUST_049597,"Proctor, Mendez and Graham",Automotive,Enterprise,United Kingdom,North America,2021-07-27
CUST_018553,"Walters, Holt and Lester",Automotive,Small Business,India,Europe,2022-04-18
CUST_043137,Gonzales-Fry,Finance,Enterprise,Australia,Asia Pacific,2026-06-07
CUST_036673,"Sparks, Thompson and Allen",Healthcare,Consumer,UNKNOWN,Europe,2022-08-17
CUST_043650,Jones Inc,UNKNOWN,Consumer,Germany,Asia Pacific,2022-05-04
CUST_003941,Deleon-Stuart,Technology,Small Business,United Kingdom,Europe,2021-05-08
CUST_031497,"Arias, Cohen and Gutierrez",UNKNOWN,Mid Market,Canada,Asia Pacific,2021-09-01
CUST_026594,"James, Lawrence and Smith",Technology,UNKNOWN,Australia,Asia Pacific,2022-11-18
CUST_023922,Rivera LLC,Energy,Consumer,Sweden,Asia Pacific,2024-08-25
CUST_026403,Davis-Johnson,Energy,Small Business,Japan,Europe,2023-08-25
CUST_045943,Fuller Group,Manufacturing,Enterprise,United States,North America,2023-07-01
CUST_048526,Willis Ltd,Retail,Consumer,Canada,Europe,2025-06-10
CUST_018316,Smith-Campbell,Energy,Enterprise,Sweden,Europe,2021-02-02
CUST_036894,Garcia Group,Energy,Small Business,Netherlands,Europe,2023-09-18
CUST_026696,Warner and Sons,Finance,Mid Market,Canada,Europe,2025-04-29
CUST_042128,"Lin, Martinez and Knox",Technology,Mid Market,Canada,Asia Pacific,2024-03-08
CUST_014171,Robinson-Singh,Automotive,Mid Market,United Kingdom,North America,2021-08-23
CUST_003733,"Cameron, Fisher and Miller",Finance,Mid Market,Canada,Asia Pacific,2021-11-13
CUST_007882,Thompson Ltd,Manufacturing,Consumer,Canada,Asia Pacific,2022-06-01
CUST_006017,"Clark, Smith and Rogers",Manufacturing,Mid Market,Canada,North America,2024-09-20
CUST_023030,Johnson Ltd,Finance,Small Business,Australia,Europe,2023-12-12
CUST_035474,Garner and Sons,Healthcare,Consumer,Canada,Europe,2024-08-11
CUST_049686,Martin Inc,Energy,Mid Market,Canada,Europe,2021-10-14
CUST_004818,"Miller, Jones and Rogers",Energy,Mid Market,Canada,Asia Pacific,2021-04-15
CUST_041694,Johnson and Sons,Automotive,Mid Market,United States,North America,2025-09-28
CUST_012008,Camacho-Mcgee,Automotive,Mid Market,France,Europe,2021-09-10
CUST_041328,Boyd-Jones,Healthcare,Consumer,India,Asia Pacific,2025-11-15
CUST_009507,Salazar-Page,Energy,Enterprise,Germany,Europe,2024-10-15
CUST_044799,Stewart Ltd,Automotive,Mid Market,United Kingdom,Europe,2024-06-21
CUST_034063,Boyle Inc,Healthcare,Small Business,Netherlands,Asia Pacific,2025-02-09
CUST_027475,Copeland-Rose,Automotive,Consumer,United States,Asia Pacific,2024-12-02
CUST_031144,Jackson and Sons,Automotive,Mid Market,Japan,North America,2026-06-18
CUST_021236,"Haney, Daniel and Parks",Automotive,Mid Market,Japan,Europe,2024-01-25
CUST_001391,Schwartz-Contreras,Manufacturing,Mid Market,Sweden,Europe,2025-03-25
CUST_038250,Williams-Barnett,Energy,Consumer,United States,Europe,2024-02-23
CUST_037625,"Evans, Bridges and Lewis",Retail,Enterprise,Canada,North America,2026-03-14
CUST_042029,Erickson and Sons,Healthcare,Consumer,Australia,North America,2026-05-27
CUST_020835,"Ramos, Hanna and Rodriguez",Logistics,Small Business,United States,Asia Pacific,2023-12-04
CUST_014758,"Moore, Brown and Gilbert",Finance,Small Business,Netherlands,North America,2024-06-11
CUST_026397,Mitchell-Martin,Retail,Small Business,Canada,Europe,2023-07-15
CUST_006809,Hill-Bryan,Logistics,Small Business,Germany,Europe,2022-04-07
CUST_009226,Williams Inc,Healthcare,Mid Market,Sweden,Europe,2022-02-08
CUST_048395,Little-Wang,Manufacturing,Small Business,India,Europe,2021-04-05
CUST_005396,"Simpson, Carr and Watson",Automotive,Small Business,India,Europe,2025-04-16
CUST_006944,Young-Hicks,Healthcare,Mid Market,UNKNOWN,Asia Pacific,2021-09-29
CUST_023871,"Dyer, Murray and Craig",Technology,Small Business,Japan,Europe,2023-05-18
CUST_032493,Edwards-Guerrero,Logistics,Enterprise,United Kingdom,Asia Pacific,2026-01-05
CUST_036346,"Nunez, Campbell and Myers",Logistics,Consumer,France,Europe,2023-07-30
CUST_010756,"Stewart, Brooks and Mcdowell",Energy,Enterprise,Canada,Europe,2025-11-10
CUST_012302,"Sims, Sutton and Torres",Finance,Small Business,Australia,Europe,2025-07-10
CUST_048387,Brown-Garcia,Automotive,UNKNOWN,Canada,Asia Pacific,2024-06-16
CUST_042746,Freeman PLC,Logistics,Enterprise,France,North America,2024-02-17
CUST_029090,Garcia Ltd,Logistics,Small Business,Sweden,Europe,2021-04-25
CUST_044713,Hart-Peterson,Automotive,Small Business,United States,North America,2022-05-28
CUST_014344,"Jenkins, Duncan and York",Finance,Enterprise,Australia,Asia Pacific,2024-12-20
CUST_038173,Hopkins-Mccall,Technology,Consumer,Germany,Europe,2026-05-09
CUST_005072,Clark Group,Finance,Mid Market,India,North America,2025-06-20
CUST_024122,Brandt-Odonnell,Automotive,UNKNOWN,United Kingdom,North America,2021-10-11
CUST_048810,"Nielsen, Hall and Jennings",Energy,Enterprise,India,Europe,2026-02-04
CUST_017821,"Hall, Davis and Stewart",Finance,Small Business,Germany,Asia Pacific,2026-04-15
CUST_001123,"Dean, Lopez and Smith",UNKNOWN,Consumer,United States,North America,2021-04-10
CUST_011265,Dennis and Sons,Retail,Small Business,France,North America,2024-09-05
CUST_030580,Thomas PLC,Automotive,Consumer,United States,North America,2023-10-23
CUST_045465,Thomas PLC,Retail,Enterprise,India,Asia Pacific,2021-05-12
CUST_048217,"Norris, Krause and Rivers",Manufacturing,Small Business,Sweden,Europe,2022-01-23
CUST_043045,Woods-Richardson,Automotive,Small Business,United Kingdom,North America,2025-03-16
CUST_015657,Robinson PLC,UNKNOWN,Small Business,Sweden,North America,2022-01-25
CUST_001901,Cox Inc,Technology,UNKNOWN,France,Europe,2022-12-19
CUST_000148,"Morton, Medina and Webb",Technology,Mid Market,Germany,Asia Pacific,2023-05-24
CUST_029643,Hampton-Green,Energy,Small Business,Sweden,Europe,2024-03-05
CUST_003212,"Christian, Archer and Martinez",Healthcare,Small Business,Sweden,Europe,2024-06-10
CUST_043851,Berry Group,Logistics,Small Business,United Kingdom,Europe,2023-10-07
CUST_002355,"Martin, Graham and Mitchell",Healthcare,Consumer,Netherlands,Asia Pacific,2024-08-16
CUST_031521,"Harris, Mcclure and Carroll",Healthcare,Small Business,Japan,North America,2022-04-23
CUST_042584,Vargas-Anderson,Finance,Consumer,Canada,North America,2025-09-05
CUST_043338,"Kline, Joseph and Roberts",Technology,Small Business,UNKNOWN,Asia Pacific,2022-10-18
CUST_045285,Garrison PLC,Technology,Small Business,Sweden,North America,2024-08-24
CUST_046957,"Wilson, Thomas and Day",Automotive,Mid Market,Japan,Asia Pacific,2021-10-19
CUST_048791,"Montgomery, Rogers and Douglas",Manufacturing,Small Business,Japan,Asia Pacific,2025-04-10
CUST_036586,Johnson-Mills,Healthcare,UNKNOWN,United States,North America,2021-08-07
CUST_010466,"Frazier, Perry and Allen",Energy,Consumer,France,North America,2024-02-05
CUST_007822,Mccormick LLC,Retail,Enterprise,Germany,Asia Pacific,2024-06-09
CUST_007206,Lloyd-Lloyd,Manufacturing,Small Business,Sweden,Europe,2021-08-11
CUST_006414,"Ray, Vaughan and Washington",Automotive,Consumer,United Kingdom,Europe,2022-09-16
CUST_034047,Santiago-Reynolds,Finance,Enterprise,France,Europe,2026-05-17
CUST_012729,"Nelson, Weeks and Robinson",Energy,Enterprise,Germany,Europe,2021-08-28
CUST_006926,"Johnson, Graham and Rose",Manufacturing,Mid Market,Australia,Asia Pacific,2024-12-21
CUST_027996,Wilson and Sons,Logistics,Enterprise,Sweden,Europe,2026-04-26
CUST_037613,Lopez LLC,Energy,Enterprise,United Kingdom,North America,2024-03-25
CUST_039484,Chen-Harris,Technology,Enterprise,Sweden,North America,2022-03-11
CUST_003017,"Sharp, Jackson and Garcia",Automotive,Small Business,India,North America,2022-12-01
CUST_001641,"Stewart, Burnett and Newman",Healthcare,Enterprise,Canada,Europe,2025-05-03
CUST_008884,Martin PLC,Finance,Enterprise,United Kingdom,Asia Pacific,2021-12-29
CUST_037602,Carr-Copeland,Healthcare,Consumer,United Kingdom,Asia Pacific,2026-04-07
CUST_012970,Reese and Sons,Retail,Consumer,Netherlands,Europe,2022-04-18
CUST_023464,Thompson PLC,Healthcare,Mid Market,Germany,Europe,2022-04-25
CUST_015758,"Washington, Grant and Gonzales",Energy,Small Business,United States,North America,2024-03-28
CUST_044077,"Greene, Carey and Williams",Technology,Small Business,Japan,Asia Pacific,2021-01-14
CUST_004087,Velez-Sullivan,Manufacturing,Consumer,United States,Europe,2023-09-23
CUST_000509,Odom PLC,Energy,Small Business,United States,Europe,2022-03-20
