transaction_id,transaction_date,account_id,department,transaction_type,amount,currency,vendor,payment_status
FIN_0259271,2026-01-30,ACC_00458,Marketing,Investment,34843.9,SEK,Wilson PLC,Completed
FIN_0232596,2026-03-02,ACC_00412,Supply Chain,Revenue,2439.62,SEK,"Gaines, Chavez and Rios",Completed
FIN_0214740,2024-11-14,ACC_00431,Information Technology,Purchase,8777.6,SEK,Meyer-Church,Completed
FIN_0397925,2021-08-25,ACC_00442,Sales,Payroll,11260.62,USD,Lynch Group,Completed
FIN_0099407,2023-06-18,ACC_00157,Supply Chain,Purchase,7470.32,INR,"Baker, Sharp and Mills",Completed
FIN_0230884,2022-01-16,ACC_00195,Engineering,Purchase,24745.93,SEK,"Green, Gray and Carter",Completed
FIN_0261174,2024-08-04,ACC_00446,Operations,Operating Expense,8005.74,SEK,"Jackson, Beck and Jackson",Completed
FIN_0479492,2026-02-26,ACC_00017,Human Resources,Operating Expense,49719.27,SEK,Hernandez-Elliott,Completed
FIN_0462672,2023-11-03,ACC_00320,Supply Chain,Revenue,80840.61,SEK,Foster-Davis,Completed
FIN_0224949,2022-07-23,ACC_00380,Supply Chain,Payroll,35976.55,USD,Watkins Ltd,Completed
FIN_0421374,2024-10-03,ACC_00045,Marketing,Purchase,16122.19,INR,Charles-Rios,Completed
FIN_0378075,2021-05-06,ACC_00187,Finance,Purchase,31091.03,INR,"Powers, Hughes and Cook",Pending
FIN_0284121,2024-12-30,ACC_00162,Manufacturing,Revenue,35621.29,EUR,Smith-Ford,Completed
FIN_0107866,2022-05-14,ACC_00473,Supply Chain,Payroll,394.07,INR,Jones Inc,Completed
FIN_0137413,2021-05-30,ACC_00312,Engineering,Purchase,25329.08,USD,"Norris, Lynch and Rodriguez",Completed
FIN_0100204,2022-08-22,ACC_00321,Human Resources,Payroll,47765.54,EUR,Vaughn-Ware,Completed
FIN_0285815,2023-02-09,ACC_00214,Operations,Revenue,18465.86,USD,Eaton Group,Completed
FIN_0168012,2026-01-23,ACC_00451,Supply Chain,Payroll,48024.04,EUR,"Garcia, Murphy and Smith",Failed
FIN_0159581,2022-10-23,ACC_00142,Operations,Payroll,33879.04,SEK,"Shaw, Lam and Barnes",Completed
FIN_0490936,2025-03-01,ACC_00053,Finance,Operating Expense,17793.15,EUR,Murillo Ltd,Completed
FIN_0059417,2024-03-20,ACC_00331,Supply Chain,Revenue,32147.62,INR,Webb Inc,Completed
FIN_0251204,2021-11-23,ACC_00477,Human Resources,Revenue,62267.7,EUR,Baker-Jones,Completed
FIN_0483961,2023-04-09,ACC_00162,Manufacturing,Operating Expense,25390.32,USD,"Patterson, Evans and Miranda",Completed
FIN_0128701,2023-11-29,ACC_00150,Sales,Operating Expense,37896.47,INR,Mcmillan Inc,Completed
FIN_0425411,2023-09-25,ACC_00014,Engineering,Revenue,84275.44,USD,Nelson PLC,Completed
FIN_0292871,2025-01-25,ACC_00296,Human Resources,Purchase,34245.42,SEK,Lynch-Thompson,Completed
FIN_0024188,2021-03-19,ACC_00445,Supply Chain,Revenue,15205.5,SEK,"Leon, Miranda and Mccarthy",Completed
FIN_0314266,2023-04-17,ACC_00274,Supply Chain,Investment,15697.58,EUR,Johnson Group,Pending
FIN_0232499,2025-12-27,ACC_00453,Supply Chain,Revenue,30432.46,USD,Reyes-Jones,Completed
FIN_0451683,2021-03-11,ACC_00424,Information Technology,Revenue,36591.38,SEK,Kelley LLC,Completed
FIN_0291520,2025-11-01,ACC_00325,Finance,Purchase,32647.52,USD,"Edwards, Smith and Brown",Completed
FIN_0020766,2024-07-19,ACC_00494,Information Technology,Purchase,13974.81,SEK,"Fry, Daniels and Cunningham",Completed
FIN_0109210,2024-03-16,ACC_00002,Information Technology,Purchase,8817.81,USD,Fox LLC,Completed
FIN_0279506,2023-12-04,ACC_00278,Marketing,Revenue,27104.29,USD,Gomez LLC,Completed
FIN_0417937,2025-12-23,ACC_00366,Information Technology,Payroll,13978.1,INR,"Stevens, Gonzalez and Henry",Completed
FIN_0052934,2023-02-11,ACC_00113,Human Resources,Purchase,37720.88,SEK,Nelson-Adams,Completed
FIN_0233367,2021-09-30,ACC_00062,Sales,Purchase,18209.53,INR,Jones-Lin,Completed
FIN_0005970,2022-03-19,ACC_00030,Information Technology,Revenue,63532.15,USD,Miller-Mitchell,Completed
FIN_0206188,2021-04-25,ACC_00075,Finance,Revenue,1098.61,EUR,Taylor-Wagner,Completed
FIN_0172888,2025-11-29,ACC_00254,Finance,Payroll,14771.55,SEK,Harris-Williams,Completed
FIN_0393805,2022-12-26,ACC_00116,Operations,Purchase,42133.81,SEK,"Martinez, Powell and Robinson",Completed
FIN_0378514,2022-09-10,ACC_00339,Manufacturing,Purchase,30871.88,INR,"Cole, Ray and Elliott",Completed
FIN_0038385,2023-12-27,ACC_00460,Engineering,Operating Expense,534.6,EUR,Dean-Wilson,Completed
FIN_0127577,2022-03-14,ACC_00299,Manufacturing,Operating Expense,7557.26,EUR,"Lee, Reyes and Moran",Completed
FIN_0428203,2024-06-28,ACC_00448,Operations,Revenue,26228.49,SEK,Mcgee LLC,Completed
FIN_0018637,2022-02-04,ACC_00220,Information Technology,Revenue,72772.81,USD,Erickson and Sons,Completed
FIN_0297828,2025-10-06,ACC_00393,Supply Chain,Purchase,42932.8,USD,Ali Ltd,Completed
FIN_0204337,2024-01-29,ACC_00385,Information Technology,Payroll,41954.39,INR,"Kelly, Ruiz and Kelley",Completed
FIN_0334902,2025-01-07,ACC_00344,Supply Chain,Revenue,75324.29,EUR,Sparks-Edwards,Completed
FIN_0196565,2024-09-24,ACC_00493,Marketing,Purchase,37938.82,SEK,Wright Ltd,Completed
FIN_0208706,2025-04-12,ACC_00316,Manufacturing,Operating Expense,27989.14,USD,Thomas and Sons,Completed
FIN_0409743,2023-01-29,ACC_00208,Engineering,Purchase,32591.79,USD,UNKNOWN,Completed
FIN_0135579,2025-03-01,ACC_00199,Human Resources,Revenue,16540.37,EUR,Nolan-Freeman,Completed
FIN_0213421,2024-02-09,ACC_00064,Marketing,Revenue,49328.68,EUR,"Cline, Smith and Hall",Completed
FIN_0371803,2023-08-08,ACC_00440,Engineering,Revenue,73566.47,EUR,Zhang-Riggs,Completed
FIN_0057332,2024-06-13,ACC_00290,Human Resources,Operating Expense,8988.18,USD,"Frederick, Myers and Chase",Completed
FIN_0453047,2021-03-12,ACC_00427,Sales,Purchase,21969.23,INR,"Foster, Mckenzie and Gallegos",Completed
FIN_0438355,2025-05-25,ACC_00376,Finance,Operating Expense,8179.37,SEK,"Scott, Lee and Anderson",Completed
FIN_0017720,2021-09-05,ACC_00175,Operations,Payroll,40241.99,SEK,"Young, Perez and Wang",Completed
FIN_0073915,2021-06-27,ACC_00255,Manufacturing,Operating Expense,31080.05,EUR,"Sanchez, Wolf and King",Completed
FIN_0324344,2023-06-23,ACC_00113,Operations,Revenue,5657.84,INR,Yu-Parks,Completed
FIN_0118933,2023-07-23,ACC_00272,Engineering,Operating Expense,32746.82,SEK,Caldwell-Edwards,Completed
FIN_0433005,2026-05-19,ACC_00407,Marketing,Revenue,24539.73,INR,"West, Henry and Chen",Pending
FIN_0466758,2021-01-09,ACC_00171,Finance,Payroll,32753.76,INR,Olson LLC,Completed
FIN_0306896,2024-04-29,ACC_00435,Engineering,Purchase,33925.79,USD,Berry-Thompson,Completed
FIN_0286330,2022-06-18,ACC_00421,Marketing,Payroll,2235.38,SEK,Ritter Inc,Completed
FIN_0034473,2021-12-01,ACC_00123,Operations,Operating Expense,45171.2,USD,Ferrell Ltd,Completed
FIN_0318162,2022-02-09,ACC_00422,Sales,Operating Expense,31001.05,INR,Miller and Sons,Completed
FIN_0174547,2024-10-17,ACC_00197,Sales,Purchase,43401.18,SEK,Kline and Sons,Completed
FIN_0135081,2021-06-26,ACC_00039,Human Resources,Payroll,34478.99,USD,Castillo Ltd,Completed
FIN_0433438,2025-03-28,ACC_00195,Engineering,Revenue,71504.55,EUR,"Daugherty, Chapman and Phillips",Completed
FIN_0082606,2025-11-27,ACC_00458,Manufacturing,Revenue,95689.07,INR,Padilla Inc,Pending
FIN_0389671,2023-07-25,ACC_00025,Operations,Revenue,64928.3,INR,Johnson-Gibson,Completed
FIN_0432423,2021-11-10,ACC_00308,Manufacturing,Operating Expense,23763.51,EUR,"Bowers, West and Conner",Completed
FIN_0194801,2023-05-01,ACC_00420,Marketing,Revenue,41000.08,SEK,Cantrell-Morgan,Failed
FIN_0208453,2024-04-21,ACC_00401,Engineering,Purchase,30633.85,USD,Novak-Hunt,Completed
FIN_0274369,2024-03-24,ACC_00101,Sales,Revenue,12841.32,USD,Hoffman LLC,Completed
FIN_0467216,2022-05-12,ACC_00254,Marketing,Revenue,26320.36,USD,Garcia and Sons,Completed
FIN_0113810,2023-09-05,ACC_00477,Marketing,Purchase,49739.81,EUR,"Cantrell, Brown and Hill",Completed
FIN_0336381,2021-02-26,ACC_00107,Sales,Revenue,7466.46,INR,Simmons LLC,Completed
FIN_0213765,2024-04-19,ACC_00015,Human Resources,Purchase,45064.82,EUR,Pennington-Michael,Completed
FIN_0016486,2023-11-16,ACC_00420,Information Technology,Revenue,59303.71,EUR,"Cox, Mcdonald and Lewis",Completed
FIN_0144635,2023-06-03,ACC_00035,Operations,Revenue,71846.54,USD,"Horton, Hess and Martin",Pending
FIN_0165516,2022-01-27,ACC_00463,Operations,Revenue,35065.67,EUR,Mendez-Baker,Completed
FIN_0406003,2022-01-15,ACC_00371,Information Technology,Investment,30240.48,EUR,"Murray, Chapman and Aguilar",Completed
FIN_0260630,2022-12-19,ACC_00327,Human Resources,Revenue,71563.51,SEK,"Vasquez, Robinson and Frank",Completed
FIN_0240691,2022-03-09,ACC_00054,Operations,Revenue,51654.85,SEK,Walker Group,Completed
FIN_0268176,2024-08-10,ACC_00230,Engineering,Operating Expense,18717.0,SEK,Marshall LLC,Completed
FIN_0162557,2022-11-30,ACC_00044,Human Resources,Revenue,18511.31,SEK,Mitchell-Miller,Pending
FIN_0117376,2026-05-07,ACC_00325,Sales,Operating Expense,10315.31,USD,Bradford Inc,Completed
FIN_0128649,2024-08-06,ACC_00036,Manufacturing,Revenue,16251.55,SEK,Hampton-Diaz,Completed
FIN_0496938,2021-11-29,ACC_00223,Human Resources,Operating Expense,33419.75,INR,Humphrey-Ramirez,Completed
FIN_0133706,2021-12-17,ACC_00387,Finance,Purchase,16223.14,USD,Phillips-Evans,Completed
FIN_0332366,2024-08-07,ACC_00179,Finance,Revenue,76333.0,INR,Johnson PLC,Completed
FIN_0136954,2021-11-12,ACC_00440,Finance,Payroll,49617.7,SEK,Smith Inc,Completed
FIN_0179040,2026-03-22,ACC_00072,Marketing,Investment,22200.25,SEK,"King, Sanchez and Hoffman",Completed
FIN_0360606,2024-09-18,ACC_00258,Sales,Payroll,298.97,INR,Baker LLC,Completed
FIN_0087091,2023-02-22,ACC_00110,Engineering,Purchase,21335.59,EUR,Peterson Inc,Completed
FIN_0334754,2024-12-21,ACC_00167,Human Resources,Payroll,40997.81,USD,Boone and Sons,Completed
FIN_0419797,2025-12-06,ACC_00080,Marketing,Payroll,18671.23,EUR,"Reed, Dunn and Morgan",Completed
FIN_0072867,2024-03-03,ACC_00142,Operations,Purchase,27851.43,USD,Murray PLC,Completed
FIN_0102399,2024-07-22,ACC_00108,Operations,Operating Expense,7944.91,INR,Mayer-Huber,Completed
FIN_0322451,2024-05-25,ACC_00039,Sales,Revenue,94515.9,SEK,Fleming LLC,Completed
FIN_0262574,2023-07-03,ACC_00314,Information Technology,Purchase,7157.45,EUR,Parker LLC,Completed
FIN_0162329,2025-06-22,ACC_00206,Manufacturing,Purchase,28435.96,INR,Lindsey-Delgado,Completed
FIN_0224654,2022-05-17,ACC_00190,Human Resources,Operating Expense,45409.43,USD,"Alexander, Moss and Martinez",Completed
FIN_0205553,2023-07-14,ACC_00471,Operations,Operating Expense,44370.91,SEK,Fleming Ltd,Pending
FIN_0388154,2021-03-06,ACC_00494,Operations,Revenue,10350.87,EUR,Stephens-Donovan,Pending
FIN_0458571,2024-07-12,ACC_00119,Operations,Operating Expense,13166.73,USD,UNKNOWN,Completed
FIN_0375363,2025-04-16,ACC_00355,Sales,Purchase,283.23,USD,Alvarez LLC,Completed
FIN_0235479,2024-10-01,ACC_00407,Information Technology,Purchase,10433.29,SEK,"Newton, Thompson and Dunn",Completed
FIN_0349148,2026-05-12,ACC_00129,Operations,Revenue,48729.34,SEK,Chandler-Schneider,Completed
FIN_0248072,2026-01-20,ACC_00104,Manufacturing,Purchase,3389.33,INR,Li-Clements,Completed
FIN_0457196,2023-09-28,ACC_00206,Engineering,Revenue,63896.03,INR,Chavez Inc,Completed
FIN_0464562,2024-12-07,ACC_00253,Human Resources,Purchase,31060.66,EUR,Cox Inc,Completed
FIN_0457671,2024-04-29,ACC_00120,Operations,Revenue,84333.62,INR,Johnson-Parker,Completed
FIN_0451860,2026-04-17,ACC_00490,Supply Chain,Revenue,93860.59,EUR,"Vaughn, Torres and White",Completed
FIN_0087924,2022-09-11,ACC_00135,Sales,Revenue,48469.63,INR,Mann-White,Completed
FIN_0409504,2024-09-11,ACC_00347,Information Technology,Payroll,26150.94,USD,Thompson-Glover,Completed
FIN_0348970,2021-08-19,ACC_00137,Supply Chain,Revenue,41356.58,USD,Cruz-Dunn,Completed
FIN_0120951,2022-07-26,ACC_00422,Engineering,Operating Expense,38597.4,SEK,Butler-Skinner,Completed
FIN_0260204,2024-12-25,ACC_00383,Engineering,Revenue,23649.17,SEK,"Oconnor, Hamilton and Higgins",Completed
FIN_0004089,2024-06-03,ACC_00337,Supply Chain,Revenue,71729.02,EUR,Ramos-Rhodes,Completed
FIN_0342985,2024-06-16,ACC_00296,Sales,Revenue,92796.38,EUR,Hamilton Inc,Completed
FIN_0252230,2024-10-29,ACC_00369,Marketing,Revenue,6569.84,USD,Cox PLC,Completed
FIN_0011987,2021-10-04,ACC_00141,Operations,Purchase,12024.17,USD,Richardson-Johnson,Completed
FIN_0464897,2023-03-19,ACC_00228,Engineering,Revenue,48292.08,EUR,"Miles, Wilson and Francis",Completed
FIN_0476521,2024-07-09,ACC_00036,Supply Chain,Revenue,74174.66,SEK,Klein-Rodriguez,Completed
FIN_0079249,2024-03-29,ACC_00199,Information Technology,Revenue,39236.0,EUR,Miller Group,Pending
FIN_0156300,2021-03-15,ACC_00484,Manufacturing,Operating Expense,43276.72,SEK,Brennan-Garcia,Pending
FIN_0385105,2025-10-06,ACC_00384,Operations,Revenue,36286.7,SEK,Burnett PLC,Completed
FIN_0369213,2025-07-01,ACC_00351,Marketing,Operating Expense,43501.73,SEK,Reyes-Stanley,Completed
FIN_0041150,2024-06-11,ACC_00354,Sales,Payroll,1720.87,USD,"Young, Williams and Bates",Completed
FIN_0210080,2021-11-10,ACC_00037,Operations,Operating Expense,10639.55,SEK,Moyer-Schroeder,Pending
FIN_0360352,2024-01-02,ACC_00256,Finance,Payroll,33267.63,SEK,Moreno-Mckenzie,Completed
FIN_0189762,2024-08-05,ACC_00368,Supply Chain,Purchase,36265.83,EUR,Smith-Cortez,Completed
FIN_0030966,2022-03-10,ACC_00077,Human Resources,Operating Expense,5204.94,INR,Small Inc,Completed
FIN_0368890,2022-12-26,ACC_00460,Information Technology,Purchase,20656.83,INR,"Walker, Leonard and Barrett",Completed
FIN_0174978,2021-12-05,ACC_00305,Engineering,Investment,49924.45,EUR,"Terry, Cabrera and Compton",Completed
FIN_0171716,2022-07-13,ACC_00193,Human Resources,Revenue,50780.52,USD,"Berger, Welch and Fletcher",Completed
FIN_0170581,2021-01-29,ACC_00028,Operations,Operating Expense,13422.28,EUR,"Livingston, Rojas and Rivera",Completed
FIN_0299092,2022-04-03,ACC_00233,Marketing,Operating Expense,10607.03,EUR,Walton Ltd,Completed
FIN_0034457,2025-12-12,ACC_00208,Marketing,Purchase,35991.1,SEK,Day-Burton,Completed
FIN_0086100,2025-11-09,ACC_00342,Engineering,Investment,21661.85,USD,Moran-Romero,Completed
FIN_0495667,2024-02-15,ACC_00265,Finance,Purchase,40830.78,EUR,Wood Inc,Completed
FIN_0365258,2025-08-23,ACC_00140,Supply Chain,Investment,24339.81,EUR,"Lawson, White and Costa",Completed
FIN_0382058,2025-05-30,ACC_00066,Supply Chain,Revenue,68663.29,INR,UNKNOWN,Completed
FIN_0266182,2021-08-21,ACC_00407,Engineering,Revenue,97557.8,EUR,"Ballard, Williams and Smith",Pending
FIN_0454387,2021-01-03,ACC_00022,Human Resources,Revenue,19378.99,USD,Richards Inc,Completed
FIN_0432159,2025-02-20,ACC_00270,Human Resources,Operating Expense,2563.56,EUR,"Taylor, Moore and Rodgers",Completed
FIN_0191931,2024-10-08,ACC_00169,Marketing,Purchase,1886.12,USD,Ramsey Ltd,Completed
FIN_0111610,2021-07-26,ACC_00107,Marketing,Purchase,1952.5,INR,Gardner-Edwards,Completed
FIN_0102647,2021-04-10,ACC_00226,Operations,Investment,20307.71,EUR,"Jones, Rice and Smith",Completed
FIN_0233411,2023-06-18,ACC_00078,Human Resources,Revenue,45515.5,USD,Webster-Clark,Completed
FIN_0282251,2026-02-08,ACC_00353,Sales,Operating Expense,9734.81,EUR,Young-Brady,Completed
FIN_0034251,2023-08-19,ACC_00102,Finance,Purchase,26799.65,INR,"Robertson, Pierce and Gonzales",Completed
FIN_0104929,2022-12-18,ACC_00137,Information Technology,Purchase,15757.37,INR,Hernandez Inc,Completed
FIN_0276060,2024-05-15,ACC_00164,Sales,Purchase,13256.53,SEK,UNKNOWN,Completed
FIN_0243712,2023-11-19,ACC_00059,Marketing,Operating Expense,12375.46,INR,Gutierrez-Arellano,Completed
FIN_0152560,2022-07-01,ACC_00435,Operations,Revenue,82289.61,SEK,Richards and Sons,Completed
FIN_0036253,2022-12-17,ACC_00039,Supply Chain,Investment,39046.39,SEK,Norton Group,Completed
FIN_0030129,2025-05-03,ACC_00014,Supply Chain,Operating Expense,46164.25,SEK,Stevens and Sons,Completed
FIN_0003162,2022-07-31,ACC_00079,Marketing,Revenue,5465.44,INR,"Hale, Rose and Williams",Completed
FIN_0267226,2025-06-21,ACC_00070,Sales,Operating Expense,49118.8,INR,Howard-Lynch,Completed
FIN_0116031,2024-03-12,ACC_00281,Finance,Purchase,31662.58,USD,Gray PLC,Failed
FIN_0420650,2021-05-21,ACC_00484,Operations,Purchase,1661.22,USD,White-Graham,Completed
FIN_0472317,2023-09-07,ACC_00010,Operations,Purchase,38376.93,USD,"Roberts, Harris and Stokes",Completed
FIN_0121214,2025-11-19,ACC_00255,Manufacturing,Payroll,23091.7,SEK,Armstrong-Lopez,Completed
FIN_0490457,2024-03-28,ACC_00442,Marketing,Payroll,20731.05,SEK,"Moore, Craig and Archer",Completed
FIN_0246951,2021-06-11,ACC_00241,Human Resources,Payroll,15379.24,INR,Johnson Group,Completed
FIN_0295868,2024-05-27,ACC_00447,Operations,Purchase,18824.58,EUR,Haynes-Yoder,Completed
FIN_0139121,2026-03-16,ACC_00172,Information Technology,Operating Expense,11179.32,INR,Bowers-Randall,Pending
FIN_0347674,2026-03-04,ACC_00366,Supply Chain,Revenue,83616.53,USD,Turner-Johnson,Completed
FIN_0277695,2022-06-06,ACC_00476,Finance,Investment,47481.78,EUR,Briggs PLC,Completed
FIN_0004725,2024-05-07,ACC_00466,Marketing,Revenue,63226.39,SEK,"Ramirez, Vazquez and Davis",Completed
FIN_0183050,2023-06-05,ACC_00386,Manufacturing,Revenue,3994.9,SEK,Terrell Group,Completed
FIN_0419803,2023-01-01,ACC_00346,Operations,Purchase,41831.56,SEK,Rojas LLC,Pending
FIN_0371136,2025-12-28,ACC_00281,Marketing,Purchase,9057.0,SEK,Sherman-Sims,Completed
FIN_0234333,2024-02-09,ACC_00349,Sales,Revenue,60098.82,INR,Collins Group,Completed
FIN_0023833,2024-02-25,ACC_00047,Manufacturing,Purchase,2527.48,SEK,Marsh-Collins,Failed
FIN_0139418,2022-12-03,ACC_00489,Marketing,Purchase,44670.16,USD,"Jones, Le and Johnson",Completed
FIN_0299538,2021-07-20,ACC_00112,Information Technology,Revenue,85899.35,EUR,Wright-Morgan,Completed
FIN_0385149,2023-05-14,ACC_00041,Manufacturing,Payroll,21867.01,INR,"Paul, Daniels and Little",Failed
FIN_0288612,2022-09-30,ACC_00092,Manufacturing,Revenue,59522.74,EUR,Sandoval-Jones,Completed
FIN_0383211,2023-08-07,ACC_00365,Human Resources,Purchase,46739.19,SEK,Rivera-Jones,Completed
FIN_0195239,2023-05-10,ACC_00305,Human Resources,Revenue,99537.7,USD,UNKNOWN,Completed
FIN_0447180,2024-10-31,ACC_00128,Engineering,Operating Expense,46164.79,SEK,"Smith, Thompson and Boyd",Completed
FIN_0371780,2022-06-14,ACC_00067,Operations,Payroll,1499.63,INR,Sutton-Davis,Completed
FIN_0385990,2023-07-04,ACC_00155,Operations,Revenue,68332.96,SEK,"Fernandez, Chavez and Austin",Pending
FIN_0350782,2026-02-05,ACC_00452,Supply Chain,Purchase,20922.26,SEK,Ramirez Group,Completed
FIN_0380398,2022-08-25,ACC_00198,Human Resources,Operating Expense,23384.28,EUR,Mcdonald-Hood,Pending
FIN_0464543,2022-04-27,ACC_00011,Marketing,Purchase,27010.66,INR,Cook Inc,Completed
FIN_0047194,2024-11-19,ACC_00440,Operations,Purchase,11819.09,EUR,Reilly-Harmon,Completed
FIN_0032596,2021-12-18,ACC_00388,Engineering,Operating Expense,17783.65,SEK,Peters LLC,Completed
FIN_0285860,2024-06-05,ACC_00053,Finance,Operating Expense,25480.63,INR,"Hanson, Johnson and Long",Completed
FIN_0355926,2025-10-29,ACC_00144,Engineering,Revenue,74075.18,INR,"Adams, Wilson and Reed",Completed
FIN_0316593,2025-06-18,ACC_00457,Marketing,Purchase,39049.33,USD,Willis Inc,Completed
FIN_0301554,2021-11-23,ACC_00027,Marketing,Revenue,3185.9,SEK,Owens PLC,Completed
