transaction_id,customer_id,product_id,location_id,transaction_date,quantity,unit_price,discount_percentage,revenue,sales_channel
TXN_00133795,CUST_007778,PROD_01245,LOC_0247,2024-05-15,11,7598.48,20.0,66866.62,Online
TXN_00230533,CUST_012929,PROD_01458,LOC_0158,2024-06-26,9,9163.46,15.0,70100.47,Online
TXN_00305857,CUST_034054,PROD_00609,LOC_0019,2025-02-13,4,5464.83,20.0,17487.46,Partner
TXN_00194412,,PROD_04298,LOC_0002,2023-03-30,14,4101.42,15.0,48806.9,Retail
TXN_00173648,CUST_007006,PROD_00208,LOC_0096,2023-08-24,4,8308.36,10.0,29910.1,Direct Sales
TXN_00076147,CUST_013132,PROD_02477,LOC_0056,2023-01-22,3,3838.13,10.0,10362.95,Partner
TXN_00452805,CUST_027450,PROD_01100,LOC_0193,2023-12-10,7,6739.94,5.0,44820.6,Retail
TXN_00119496,CUST_016051,PROD_00928,LOC_0033,2021-07-11,11,2062.32,15.0,19282.69,Online
TXN_00003750,CUST_047582,PROD_00559,LOC_0093,2025-04-05,12,2448.22,10.0,26440.78,Online
TXN_00158068,CUST_048304,PROD_01069,LOC_0010,2021-06-02,13,933.85,20.0,9712.04,Partner
TXN_00423414,CUST_018947,PROD_03868,LOC_0101,2023-05-14,12,1382.45,20.0,13271.52,Partner
TXN_00255716,CUST_012493,PROD_03756,LOC_0226,2023-12-15,18,7635.32,0.0,137435.76,Partner
TXN_00081048,CUST_039994,PROD_03249,LOC_0239,2026-01-01,6,437.94,0.0,2627.64,Retail
TXN_00259442,CUST_021235,PROD_00618,LOC_0244,2022-10-09,14,3931.87,15.0,46789.25,Direct Sales
TXN_00226643,CUST_019660,PROD_00292,LOC_0168,2025-06-15,2,5384.48,5.0,10230.51,Retail
TXN_00080409,CUST_013311,PROD_01013,LOC_0115,2026-05-26,17,5337.0,15.0,77119.65,Direct Sales
TXN_00179266,CUST_009387,PROD_01163,LOC_0151,2026-01-23,13,8222.41,0.0,106891.33,Retail
TXN_00429382,CUST_037379,PROD_02873,LOC_0177,2024-08-20,12,8750.67,15.0,89256.83,Retail
TXN_00443376,CUST_038298,PROD_02116,LOC_0029,2021-09-20,19,4378.72,20.0,66556.54,Partner
TXN_00136653,CUST_045081,PROD_00288,LOC_0244,2021-12-19,4,9455.79,20.0,30258.53,Retail
TXN_00447626,CUST_000359,PROD_00929,LOC_0123,2022-03-03,1,6035.03,5.0,5733.28,Partner
TXN_00263902,CUST_033646,PROD_02580,LOC_0096,2024-12-07,11,301.98,15.0,2823.51,Direct Sales
TXN_00340120,CUST_021993,PROD_02181,LOC_0077,2024-02-24,16,8195.47,20.0,104902.02,Online
TXN_00043172,CUST_045636,PROD_01263,LOC_0018,2023-10-17,4,3704.37,0.0,14817.48,Direct Sales
TXN_00246412,CUST_020058,PROD_04521,LOC_0220,2024-05-13,3,6065.37,20.0,14556.89,Retail
TXN_00314882,CUST_020846,PROD_03618,LOC_0132,2024-04-21,19,5112.58,0.0,97139.02,Partner
TXN_00302088,CUST_028700,PROD_00887,LOC_0118,2025-04-06,15,7585.61,20.0,91027.32,Retail
TXN_00186083,CUST_028900,PROD_03872,LOC_0064,2021-06-01,12,141.15,10.0,1524.42,Partner
TXN_00148767,CUST_028177,PROD_01280,LOC_0115,2022-10-16,14,9167.16,10.0,115506.22,Partner
TXN_00319416,CUST_037973,PROD_01844,LOC_0234,2025-02-08,3,3847.43,0.0,11542.29,Direct Sales
TXN_00086173,CUST_026405,PROD_01343,LOC_0053,2025-12-18,16,7896.32,10.0,113707.01,Partner
TXN_00133648,CUST_039354,PROD_02243,LOC_0235,2024-09-08,18,2442.84,20.0,35176.9,Partner
TXN_00259271,CUST_002532,PROD_02037,LOC_0140,2025-02-26,11,3541.47,15.0,33112.74,Retail
TXN_00232596,CUST_014095,PROD_00874,LOC_0212,2022-09-27,11,5173.35,15.0,48370.82,Retail
TXN_00214740,CUST_045498,PROD_03433,LOC_0215,2022-08-28,18,3368.29,10.0,54566.3,Online
TXN_00397925,CUST_021680,PROD_02037,LOC_0112,2024-11-15,12,9382.15,10.0,101327.22,Partner
TXN_00099407,CUST_014473,PROD_01859,LOC_0001,2024-12-08,7,1566.4,20.0,8771.84,Partner
TXN_00230884,CUST_021636,PROD_04377,LOC_0116,2022-10-06,1,119.61,15.0,101.67,Online
TXN_00261174,CUST_010427,PROD_02620,LOC_0235,2024-01-05,9,4452.54,5.0,38069.22,Online
TXN_00479492,,PROD_01262,LOC_0108,2024-08-02,8,6161.81,5.0,46829.76,Online
TXN_00462672,CUST_042790,PROD_00930,LOC_0144,2021-03-23,10,1650.18,0.0,16501.8,Online
TXN_00224949,CUST_023829,PROD_02244,LOC_0203,2022-02-14,14,3602.6,20.0,40349.12,Partner
TXN_00421374,CUST_028569,PROD_03846,LOC_0093,2024-01-06,-1,3461.82,10.0,56081.48,Online
TXN_00378075,CUST_042976,PROD_01562,LOC_0241,2021-02-17,16,4744.19,5.0,72111.69,Online
TXN_00284121,CUST_006532,PROD_01465,LOC_0074,2021-11-11,13,2276.39,15.0,25154.11,Partner
TXN_00107866,CUST_023535,PROD_04756,LOC_0032,2021-04-12,18,4687.76,15.0,71722.73,Partner
TXN_00137413,CUST_003148,PROD_04392,LOC_0232,2022-10-08,1,5537.88,20.0,4430.3,Partner
TXN_00100204,CUST_013866,PROD_04085,LOC_0188,2021-11-03,9,9347.96,10.0,75718.48,Retail
TXN_00285815,CUST_007291,PROD_03636,LOC_0019,2025-12-28,6,8009.81,5.0,45655.92,Partner
TXN_00168012,CUST_006162,PROD_04476,LOC_0114,2023-05-24,9,7082.3,20.0,50992.56,Online
TXN_00159581,CUST_013983,PROD_01820,LOC_0058,2023-09-25,5,9871.65,5.0,46890.34,Retail
TXN_00490936,CUST_003150,PROD_03914,LOC_0098,2021-02-22,9,231.0,10.0,1871.1,Retail
TXN_00059417,CUST_029809,PROD_04582,LOC_0168,2026-03-30,16,9776.69,15.0,132962.98,Retail
TXN_00251204,CUST_027842,PROD_02844,LOC_0227,2022-04-02,18,7896.25,0.0,142132.5,Partner
TXN_00483961,CUST_011981,PROD_02720,LOC_0174,2025-01-15,15,4970.0,0.0,74550.0,Partner
TXN_00128701,CUST_013244,PROD_02406,LOC_0014,2024-03-31,19,8038.54,5.0,145095.65,Direct Sales
TXN_00425411,CUST_034738,PROD_00216,LOC_0005,2024-02-21,17,194.81,5.0,3146.18,Online
TXN_00292871,CUST_006068,PROD_04369,LOC_0047,2021-10-30,16,5655.18,5.0,85958.74,Partner
TXN_00024188,CUST_000949,PROD_00828,LOC_0089,2022-04-04,2,3383.13,10.0,6089.63,Direct Sales
TXN_00314266,CUST_005766,PROD_00702,LOC_0205,2022-03-18,6,494.67,5.0,2819.62,Partner
TXN_00232499,CUST_029932,PROD_00089,LOC_0094,2023-10-31,15,6322.67,0.0,94840.05,Online
TXN_00451683,CUST_045204,PROD_01461,LOC_0177,2024-02-04,9,3788.8,10.0,30689.28,Online
TXN_00291520,CUST_034759,PROD_02752,LOC_0187,2025-12-08,4,5496.71,15.0,18688.81,Direct Sales
TXN_00020766,CUST_027482,PROD_01510,LOC_0148,2021-11-29,11,9149.41,0.0,100643.51,Partner
TXN_00109210,CUST_035030,PROD_03675,LOC_0203,2023-10-09,8,1945.75,15.0,13231.1,Retail
TXN_00279506,CUST_024981,PROD_04959,LOC_0009,2024-09-09,13,1199.12,5.0,14809.13,Partner
TXN_00417937,CUST_003462,PROD_03986,LOC_0132,2024-12-14,19,2913.19,5.0,52583.08,Direct Sales
TXN_00052934,CUST_005430,PROD_04690,LOC_0126,2023-06-28,8,9634.29,0.0,77074.32,Partner
TXN_00233367,CUST_029619,PROD_04507,LOC_0125,2021-09-11,16,6738.29,5.0,102422.01,Direct Sales
TXN_00005970,CUST_039343,PROD_03729,LOC_0167,2026-04-02,6,5224.78,5.0,29781.25,Partner
TXN_00206188,,PROD_03330,LOC_0015,2021-01-10,15,9855.76,5.0,140444.58,Online
TXN_00172888,CUST_027437,PROD_02229,LOC_0116,2021-07-02,17,7998.87,10.0,122382.71,Direct Sales
TXN_00393805,CUST_033663,PROD_03100,LOC_0206,2021-08-05,10,1462.45,20.0,11699.6,Retail
TXN_00378514,,PROD_01990,LOC_0109,2022-08-19,8,8539.05,15.0,58065.54,Direct Sales
TXN_00038385,CUST_049607,PROD_04168,LOC_0105,2021-11-12,13,3341.47,0.0,43439.11,Partner
TXN_00127577,CUST_038970,PROD_04735,LOC_0249,2021-06-06,14,5156.85,5.0,68586.11,Retail
TXN_00428203,CUST_039574,PROD_04987,LOC_0157,2022-08-24,17,8391.03,5.0,135515.13,Direct Sales
TXN_00018637,CUST_025013,PROD_03409,LOC_0063,2024-08-27,13,7530.25,15.0,83209.26,Direct Sales
TXN_00297828,CUST_025877,PROD_02736,LOC_0087,2022-12-01,6,1076.5,10.0,5813.1,Retail
TXN_00204337,CUST_007023,PROD_03319,LOC_0068,2025-05-28,13,9063.77,0.0,117829.01,Retail
TXN_00334902,CUST_023215,PROD_03467,LOC_0215,2021-09-16,11,8784.38,10.0,86965.36,Partner
TXN_00196565,CUST_043342,PROD_03515,LOC_0093,2024-07-25,8,2003.12,15.0,13621.22,Direct Sales
TXN_00208706,CUST_030660,PROD_04953,LOC_0064,2025-01-05,16,9618.52,10.0,138506.69,Partner
TXN_00409743,CUST_009944,PROD_03642,LOC_0093,2023-09-02,18,3408.44,0.0,61351.92,Retail
TXN_00135579,CUST_011407,PROD_03975,LOC_0046,2022-02-14,14,2661.37,15.0,31670.3,Partner
TXN_00213421,CUST_028542,PROD_04135,LOC_0220,2025-01-07,2,5263.06,15.0,8947.2,Direct Sales
TXN_00371803,CUST_002438,PROD_01167,LOC_0141,2024-02-07,7,6252.21,10.0,39388.92,Retail
TXN_00057332,CUST_037716,PROD_01369,LOC_0034,2025-08-31,8,903.57,0.0,7228.56,Direct Sales
TXN_00453047,CUST_011193,PROD_04019,LOC_0191,2025-01-24,9,2190.1,20.0,15768.72,Retail
TXN_00438355,CUST_006561,PROD_02442,LOC_0073,2021-07-24,15,6860.87,5.0,97767.4,Partner
TXN_00017720,CUST_001311,PROD_01973,LOC_0132,2023-05-09,4,5672.79,20.0,18152.93,Partner
TXN_00073915,CUST_040098,PROD_03745,LOC_0082,2021-04-13,8,7177.13,5.0,54546.19,Online
TXN_00324344,CUST_049671,PROD_01197,LOC_0086,2026-04-17,7,5673.26,15.0,33755.9,Partner
TXN_00118933,CUST_040990,PROD_02127,LOC_0009,2021-12-02,18,5363.75,20.0,77238.0,Partner
TXN_00433005,CUST_024938,PROD_01212,LOC_0044,2025-12-08,6,4506.66,20.0,21631.97,Retail
TXN_00466758,CUST_029788,PROD_00075,LOC_0115,2024-07-07,14,8873.17,0.0,124224.38,Partner
TXN_00306896,CUST_047419,PROD_04437,LOC_0128,2022-08-15,8,3864.95,20.0,24735.68,Retail
TXN_00286330,CUST_017783,PROD_03800,LOC_0246,2024-08-14,13,7739.1,20.0,80486.64,Partner
TXN_00034473,CUST_045072,PROD_00139,LOC_0087,2025-02-06,17,5610.78,20.0,76306.61,Online
TXN_00318162,CUST_018222,PROD_01643,LOC_0104,2022-02-13,7,4796.88,0.0,33578.16,Retail
TXN_00174547,CUST_046631,PROD_01738,LOC_0070,2021-06-14,6,8857.5,0.0,53145.0,Online
TXN_00135081,CUST_043105,PROD_00863,LOC_0238,2024-02-19,19,1632.98,10.0,27923.96,Direct Sales
TXN_00433438,CUST_007829,PROD_02429,LOC_0237,2026-06-09,19,2589.88,20.0,39366.18,Retail
TXN_00082606,CUST_012597,PROD_04533,LOC_0174,2024-05-17,7,3849.53,15.0,22904.7,Partner
TXN_00389671,CUST_034263,PROD_02515,LOC_0079,2026-05-04,7,7777.92,15.0,46278.62,Online
TXN_00432423,CUST_034851,PROD_01054,LOC_0091,2023-04-26,2,3133.74,0.0,6267.48,Partner
TXN_00194801,CUST_043798,PROD_04657,LOC_0189,2022-06-14,7,7218.82,5.0,48005.15,Direct Sales
TXN_00208453,CUST_010432,PROD_03249,LOC_0195,2023-09-06,3,2019.55,0.0,6058.65,Partner
TXN_00274369,CUST_010022,PROD_01074,LOC_0069,2022-03-13,12,8691.26,0.0,104295.12,Direct Sales
TXN_00467216,CUST_048364,PROD_02550,LOC_0049,2023-12-02,17,9494.25,20.0,129121.8,Online
TXN_00113810,CUST_014545,PROD_00191,LOC_0126,2022-11-10,2,9999.94,20.0,15999.9,Direct Sales
TXN_00336381,CUST_046584,PROD_02407,LOC_0210,2022-05-28,5,5381.42,10.0,24216.39,Direct Sales
TXN_00213765,CUST_013727,PROD_03862,LOC_0038,2024-07-08,16,7407.73,15.0,100745.13,Direct Sales
TXN_00016486,CUST_013134,PROD_03726,LOC_0080,2024-01-19,8,1543.49,15.0,10495.73,Partner
TXN_00144635,CUST_043947,PROD_03885,LOC_0154,2023-11-24,7,2393.46,20.0,13403.38,Retail
TXN_00165516,CUST_018416,PROD_02193,LOC_0025,2025-01-20,2,7138.97,0.0,14277.94,Partner
TXN_00406003,CUST_040049,PROD_02688,LOC_0106,2024-01-11,18,1385.72,0.0,24942.96,Partner
TXN_00260630,CUST_020991,PROD_00279,LOC_0027,2023-12-12,10,1565.34,20.0,12522.72,Online
TXN_00240691,CUST_025676,PROD_04173,LOC_0140,2021-04-13,1,1524.3,0.0,1524.3,Online
TXN_00268176,CUST_015946,PROD_02644,LOC_0045,2024-11-19,14,8880.93,15.0,105683.07,Online
TXN_00162557,CUST_028412,PROD_02550,LOC_0208,2022-03-10,14,9960.68,5.0,132477.04,Direct Sales
TXN_00117376,CUST_014811,PROD_00434,LOC_0199,2023-02-16,5,5877.39,10.0,26448.26,Retail
TXN_00128649,,PROD_03899,LOC_0153,2022-06-07,4,8033.51,0.0,32134.04,Online
TXN_00496938,CUST_037917,PROD_03847,LOC_0189,2024-01-17,14,135.76,20.0,1520.51,Partner
TXN_00133706,CUST_045552,PROD_04751,LOC_0136,2021-08-28,8,1504.93,15.0,10233.52,Online
TXN_00332366,CUST_036179,PROD_02391,LOC_0207,2025-12-12,3,2127.44,10.0,5744.09,Online
TXN_00136954,CUST_011468,PROD_02389,LOC_0158,2023-06-28,1,2567.58,0.0,2567.58,Direct Sales
TXN_00179040,CUST_005965,PROD_03039,LOC_0108,2024-04-11,8,2453.99,10.0,17668.73,Partner
TXN_00360606,CUST_000255,PROD_03174,LOC_0179,2023-02-25,17,4774.25,5.0,77104.14,Retail
TXN_00087091,CUST_006670,PROD_02814,LOC_0141,2025-01-20,9,3893.19,20.0,28030.97,Partner
TXN_00334754,CUST_040418,PROD_04298,LOC_0124,2024-03-05,9,821.14,15.0,6281.72,Online
TXN_00419797,CUST_031527,PROD_03253,LOC_0071,2022-05-25,12,3468.63,10.0,37461.2,Online
TXN_00072867,CUST_003722,PROD_01106,LOC_0134,2023-03-03,16,8234.86,20.0,105406.21,Partner
TXN_00102399,CUST_040268,PROD_02277,LOC_0029,2023-06-22,12,5159.15,5.0,58814.31,Partner
TXN_00322451,CUST_034026,PROD_03455,LOC_0238,2021-09-22,6,3322.95,0.0,19937.7,Online
TXN_00262574,CUST_024550,PROD_00545,LOC_0139,2026-01-24,10,3491.62,5.0,33170.39,Direct Sales
TXN_00162329,CUST_022727,PROD_00852,LOC_0196,2024-03-24,13,6983.04,5.0,86240.54,Direct Sales
TXN_00224654,CUST_025118,PROD_01862,LOC_0115,2025-05-12,14,6329.15,5.0,84177.7,Retail
TXN_00205553,CUST_028048,PROD_02708,LOC_0133,2023-12-26,8,1707.07,5.0,12973.73,Online
TXN_00388154,CUST_030033,PROD_04641,LOC_0126,2023-12-11,18,7837.71,0.0,141078.78,Partner
TXN_00458571,CUST_011974,PROD_00609,LOC_0010,2022-08-24,17,6671.27,15.0,96399.85,Online
TXN_00375363,CUST_043377,PROD_00397,LOC_0176,2024-07-03,19,2615.26,5.0,47205.44,Partner
TXN_00235479,CUST_002583,PROD_00590,LOC_0078,2023-10-20,2,4113.85,15.0,6993.54,Retail
TXN_00349148,CUST_026024,PROD_01272,LOC_0170,2025-06-10,19,6876.22,20.0,104518.54,Online
TXN_00248072,CUST_033856,PROD_02153,LOC_0245,2026-05-02,9,727.99,15.0,5569.12,Direct Sales
TXN_00457196,CUST_013562,PROD_04582,LOC_0177,2026-03-29,5,7705.84,5.0,36602.74,Direct Sales
TXN_00464562,CUST_047618,PROD_02159,LOC_0056,2024-03-17,15,1142.53,0.0,17137.95,Online
TXN_00457671,CUST_034428,PROD_04431,LOC_0037,2021-12-10,19,8761.55,5.0,158145.98,Online
TXN_00451860,CUST_019427,PROD_01290,LOC_0219,2024-05-23,5,1239.28,0.0,6196.4,Retail
TXN_00087924,CUST_013763,PROD_02802,LOC_0091,2025-09-20,16,9907.48,10.0,142667.71,Direct Sales
TXN_00409504,CUST_003057,PROD_03615,LOC_0177,2025-08-18,5,5552.99,20.0,22211.96,Online
TXN_00348970,,PROD_04150,LOC_0038,2022-04-19,-1,8689.21,5.0,82547.49,Direct Sales
TXN_00120951,CUST_008928,PROD_02081,LOC_0039,2021-05-12,11,8886.23,10.0,87973.68,Partner
TXN_00260204,CUST_034171,PROD_04076,LOC_0003,2024-06-11,11,4936.9,20.0,43444.72,Retail
TXN_00004089,CUST_019197,PROD_02822,LOC_0188,2024-07-08,13,6883.21,0.0,89481.73,Retail
TXN_00342985,CUST_049906,PROD_00598,LOC_0247,2023-09-16,6,8314.99,5.0,47395.44,Retail
TXN_00252230,CUST_024133,PROD_04817,LOC_0168,2024-06-06,14,5026.85,20.0,56300.72,Online
TXN_00011987,CUST_035506,PROD_00711,LOC_0087,2025-08-07,6,9624.96,15.0,49087.3,Partner
TXN_00464897,CUST_047245,PROD_03815,LOC_0139,2026-06-11,18,8515.21,15.0,130282.71,Online
TXN_00476521,CUST_008398,PROD_02663,LOC_0241,2022-03-18,16,9991.58,20.0,127892.22,Retail
TXN_00079249,CUST_028214,PROD_04306,LOC_0066,2026-03-13,17,9331.5,5.0,150703.72,Direct Sales
TXN_00156300,CUST_014737,PROD_01880,LOC_0157,2026-04-22,7,2104.37,10.0,13257.53,Direct Sales
TXN_00385105,CUST_032394,PROD_00313,LOC_0138,2023-07-12,5,6119.38,5.0,29067.06,Retail
TXN_00369213,CUST_028432,PROD_03001,LOC_0192,2021-05-03,13,1635.19,5.0,20194.6,Partner
TXN_00041150,CUST_048084,PROD_02883,LOC_0182,2022-11-11,13,4849.97,20.0,50439.69,Partner
TXN_00210080,CUST_027285,PROD_04292,LOC_0020,2026-01-19,11,6541.1,20.0,57561.68,Partner
TXN_00360352,CUST_003690,PROD_00654,LOC_0068,2023-01-31,14,2609.64,5.0,34708.21,Direct Sales
TXN_00189762,CUST_033353,PROD_01481,LOC_0077,2024-09-06,6,1458.15,20.0,6999.12,Partner
TXN_00030966,CUST_046003,PROD_03225,LOC_0104,2021-05-06,11,7344.77,0.0,80792.47,Online
TXN_00368890,CUST_035735,PROD_04009,LOC_0029,2025-12-21,13,1852.91,0.0,24087.83,Direct Sales
TXN_00174978,CUST_039046,PROD_01183,LOC_0080,2025-07-16,18,509.13,15.0,7789.69,Direct Sales
TXN_00171716,CUST_003962,PROD_03721,LOC_0185,2023-07-16,8,637.99,15.0,4338.33,Retail
TXN_00170581,CUST_006902,PROD_00071,LOC_0050,2022-11-22,5,3369.19,5.0,16003.65,Retail
TXN_00299092,CUST_004489,PROD_01298,LOC_0121,2025-11-12,4,8278.17,0.0,33112.68,Online
TXN_00034457,CUST_030284,PROD_00699,LOC_0127,2026-05-27,1,3227.76,0.0,3227.76,Direct Sales
TXN_00086100,CUST_005080,PROD_00984,LOC_0137,2021-03-31,7,8057.68,15.0,47943.2,Retail
TXN_00495667,CUST_036571,PROD_03640,LOC_0226,2023-12-17,13,9048.52,0.0,117630.76,Retail
TXN_00365258,CUST_014685,PROD_02040,LOC_0099,2022-11-10,9,3390.55,20.0,24411.96,Online
TXN_00382058,CUST_031121,PROD_01243,LOC_0142,2022-06-04,7,4341.71,15.0,25833.17,Online
TXN_00266182,CUST_029378,PROD_02056,LOC_0129,2026-04-18,15,1957.98,20.0,23495.76,Online
TXN_00454387,CUST_023482,PROD_00313,LOC_0006,2021-05-17,7,3244.68,10.0,20441.48,Partner
TXN_00432159,CUST_006868,PROD_04493,LOC_0038,2021-06-23,8,3396.31,15.0,23094.91,Online
TXN_00191931,CUST_046353,PROD_03273,LOC_0219,2022-03-21,6,915.88,20.0,4396.22,Retail
TXN_00111610,CUST_024755,PROD_02292,LOC_0106,2021-02-16,4,1779.61,20.0,5694.75,Partner
TXN_00102647,CUST_041217,PROD_01143,LOC_0233,2023-11-12,2,7386.47,15.0,12557.0,Partner
TXN_00233411,CUST_008484,PROD_03954,LOC_0079,2023-06-19,16,723.74,15.0,9842.86,Partner
TXN_00282251,CUST_031169,PROD_02264,LOC_0037,2025-07-13,13,6158.98,15.0,68056.73,Retail
TXN_00034251,CUST_024537,PROD_02778,LOC_0014,2024-06-23,9,3133.5,15.0,23971.28,Online
TXN_00104929,CUST_028227,PROD_01176,LOC_0189,2025-11-05,10,1535.6,5.0,14588.2,Direct Sales
TXN_00276060,CUST_029878,PROD_04380,LOC_0099,2022-02-28,5,3664.81,20.0,14659.24,Online
TXN_00243712,,PROD_00749,LOC_0027,2024-04-22,6,8000.78,0.0,48004.68,Direct Sales
TXN_00152560,CUST_000225,PROD_00549,LOC_0236,2026-01-28,2,575.41,20.0,920.66,Partner
TXN_00036253,CUST_015624,PROD_02709,LOC_0011,2024-02-21,8,2427.07,5.0,18445.73,Partner
TXN_00030129,CUST_013448,PROD_03140,LOC_0145,2022-10-29,7,5532.42,5.0,36790.59,Retail
TXN_00003162,CUST_016083,PROD_04275,LOC_0201,2025-10-06,8,3258.54,0.0,26068.32,Partner
TXN_00267226,,PROD_03188,LOC_0211,2021-05-19,4,6369.39,0.0,25477.56,Retail
TXN_00116031,CUST_005861,PROD_01737,LOC_0063,2023-08-16,3,2352.88,15.0,5999.84,Direct Sales
TXN_00420650,CUST_000033,PROD_03603,LOC_0014,2021-08-02,17,2646.87,10.0,40497.11,Partner
TXN_00472317,CUST_038026,PROD_00526,LOC_0155,2022-04-24,6,963.07,0.0,5778.42,Direct Sales
TXN_00121214,CUST_002090,PROD_03914,LOC_0127,2021-03-22,17,6117.45,0.0,103996.65,Online
TXN_00490457,CUST_018546,PROD_03822,LOC_0119,2022-12-10,15,2971.8,10.0,40119.3,Direct Sales
TXN_00246951,CUST_044429,PROD_01985,LOC_0062,2022-11-11,2,1711.32,5.0,3251.51,Direct Sales
TXN_00295868,CUST_014137,PROD_01392,LOC_0071,2024-05-13,10,1781.75,0.0,17817.5,Direct Sales
TXN_00139121,CUST_042333,PROD_04249,LOC_0181,2022-10-01,18,8695.38,15.0,133039.31,Online
TXN_00347674,CUST_011504,PROD_03293,LOC_0234,2021-07-19,11,3395.87,5.0,35486.84,Partner
TXN_00277695,CUST_045684,PROD_04076,LOC_0021,2023-11-16,7,2202.77,0.0,15419.39,Direct Sales
TXN_00004725,CUST_039007,PROD_04301,LOC_0109,2021-12-08,11,3367.7,0.0,37044.7,Direct Sales
TXN_00183050,CUST_009874,PROD_02982,LOC_0154,2026-06-14,11,4744.05,10.0,46966.1,Partner
TXN_00419803,CUST_020753,PROD_00926,LOC_0153,2025-12-10,7,6139.75,0.0,42978.25,Partner
TXN_00371136,CUST_034098,PROD_01278,LOC_0181,2021-12-18,17,9401.25,10.0,143839.12,Online
TXN_00234333,CUST_046107,PROD_04806,LOC_0085,2024-06-06,8,5663.3,0.0,45306.4,Retail
TXN_00023833,CUST_024210,PROD_03111,LOC_0245,2026-05-14,11,467.01,20.0,4109.69,Retail
TXN_00139418,CUST_001650,PROD_02579,LOC_0008,2022-04-06,8,7686.23,10.0,55340.86,Partner
TXN_00299538,CUST_014608,PROD_02521,LOC_0070,2023-05-12,18,9544.83,5.0,163216.59,Direct Sales
TXN_00385149,CUST_032890,PROD_04932,LOC_0112,2026-04-30,4,3441.44,20.0,11012.61,Online
TXN_00288612,CUST_002289,PROD_04576,LOC_0109,2025-01-11,1,7762.83,20.0,6210.26,Direct Sales
TXN_00383211,CUST_018344,PROD_01490,LOC_0156,2025-01-17,16,5762.62,5.0,87591.82,Retail
TXN_00195239,CUST_049351,PROD_03349,LOC_0193,2023-01-02,16,1572.02,5.0,23894.7,Online
TXN_00447180,CUST_041401,PROD_02403,LOC_0162,2025-05-19,7,5914.12,15.0,35189.01,Retail
TXN_00371780,CUST_003703,PROD_02909,LOC_0098,2026-03-13,7,8307.34,5.0,55243.81,Online
TXN_00385990,CUST_039672,PROD_04403,LOC_0057,2022-03-09,11,9025.47,5.0,94316.16,Direct Sales
TXN_00350782,CUST_001597,PROD_01810,LOC_0171,2022-06-13,1,6802.05,5.0,6461.95,Retail
TXN_00380398,CUST_034413,PROD_01877,LOC_0197,2024-04-29,13,5513.25,15.0,60921.41,Direct Sales
TXN_00464543,CUST_035417,PROD_02386,LOC_0182,2022-06-07,3,8037.31,15.0,20495.14,Direct Sales
TXN_00047194,CUST_039169,PROD_04824,LOC_0010,2022-01-11,12,6514.47,15.0,66447.59,Partner
TXN_00032596,CUST_016631,PROD_04767,LOC_0194,2025-06-22,3,9275.53,10.0,25043.93,Retail
TXN_00285860,CUST_012080,PROD_01952,LOC_0211,2022-01-13,17,232.31,20.0,3159.42,Direct Sales
TXN_00355926,CUST_020312,PROD_04772,LOC_0051,2022-08-02,19,2688.35,5.0,48524.72,Retail
TXN_00316593,CUST_035539,PROD_02682,LOC_0054,2021-06-09,6,7914.87,5.0,45114.76,Online
