customer_id,customer_name,industry,customer_segment,country,region,customer_since
CUST_000078,"Smith, Jones and Ware",Manufacturing,Small Business,Germany,North America,2025-12-19
CUST_000079,"Johnson, Wood and Tran",Retail,Consumer,Sweden,Europe,2023-05-13
CUST_000080,Parker Inc,Technology,Mid Market,US,Asia Pacific,2025-12-09
CUST_000081,Fleming Ltd,,Enterprise,Japan,Europe,2021-07-26
CUST_000082,"Henson, Russell and Oliver",Healthcare,Mid Market,Germany,Latin America,2021-11-07
CUST_000083,Hancock and Sons,Finance,Enterprise,USA,Latin America,2025-11-04
CUST_000084,White LLC,Manufacturing,Mid Market,Japan,Latin America,2025-04-19
CUST_000085,Pham-Shields,Logistics,Small Business,,North America,2025-06-15
CUST_000086,Moore-Haynes,Retail,Mid Market,France,Asia Pacific,2023-02-07
CUST_000087,Garrison and Sons,Energy,Enterprise,France,Europe,2022-02-05
CUST_000088,Bailey-Hoover,Finance,Mid Market,Japan,Asia Pacific,2025-10-14
CUST_000089,Johnson and Sons,Technology,Small Business,France,North America,2023-03-11
CUST_000090,Lin-Rasmussen,Retail,Small Business,USA,North America,2022-07-14
CUST_000091,"Hicks, Frazier and Anthony",Retail,Unknown,Germany,Latin America,2022-10-27
CUST_000092,Wilson LLC,Technology,Small Business,Japan,North America,2021-12-25
CUST_000093,Johnson-Carlson,Retail,Consumer,United Kingdom,Europe,2022-11-25
CUST_000094,Graham-Joyce,Finance,Consumer,Sweden,North America,2021-08-20
CUST_000095,"Lee, Williams and Graham",Finance,Consumer,United States,Europe,2023-11-09
CUST_000096,"Mcdaniel, Bentley and Mclaughlin",Finance,Mid Market,Sweden,North America,2022-01-31
CUST_000097,Jones-Beck,Retail,Mid Market,United Kingdom,Latin America,2022-10-25
CUST_000098,Alvarado-Martinez,Logistics,Mid Market,Germany,Latin America,2025-12-11
CUST_000099,"Parker, Ortiz and Powell",Healthcare,Mid Market,India,Europe,2022-08-17
CUST_000100,Lee Ltd,Healthcare,Consumer,France,Latin America,2026-03-02
CUST_000101,"Adkins, Thompson and Carroll",Healthcare,Small Business,France,Asia Pacific,2023-03-26
CUST_000102,Torres and Sons,Healthcare,Unknown,Canada,Europe,2023-05-13
CUST_000103,"Lawson, Morris and Ramos",,Small Business,USA,North America,2024-09-17
CUST_000104,"Kennedy, Santana and Flynn",Technology,Small Business,India,North America,2021-12-07
CUST_000105,Campbell Ltd,Healthcare,Small Business,Germany,Europe,2024-06-23
CUST_000106,Davis-Crane,Manufacturing,Small Business,Sweden,Europe,2022-04-17
CUST_000107,Walker-Gonzalez,Logistics,Mid Market,U.K.,Latin America,2021-02-18
CUST_000108,Riggs PLC,Manufacturing,Enterprise,France,Latin America,2025-09-01
CUST_000109,Gibson Ltd,Energy,Consumer,India,Asia Pacific,2024-02-29
CUST_000110,"Horton, Snyder and Sanchez",Retail,Mid Market,Japan,Asia Pacific,2024-08-09
CUST_000111,Stafford Inc,Logistics,Enterprise,United States,Europe,2025-04-11
CUST_000112,Thompson Ltd,Logistics,Consumer,France,Europe,2023-11-06
CUST_000113,Grant Inc,Healthcare,Enterprise,Sweden,Europe,2023-07-05
CUST_000114,Contreras-Travis,Energy,Mid Market,Germany,Latin America,2024-04-09
CUST_000115,Salazar-Ball,Finance,Mid Market,,Latin America,2023-10-10
CUST_000116,"Griffin, Moore and Hensley",Retail,,India,Latin America,2023-06-22
CUST_000117,Larsen LLC,Energy,Enterprise,,Europe,2025-03-17
CUST_000118,"Washington, Allen and Gonzales",,Small Business,,Latin America,2024-12-02
CUST_000119,Nelson LLC,Finance,,Canada,Europe,2025-11-27
CUST_000120,Taylor and Sons,Technology,Small Business,India,Asia Pacific,2023-02-08
CUST_000121,Mccarthy Inc,Retail,Small Business,Canada,North America,2023-04-13
CUST_000122,Daniels-Perry,Healthcare,Consumer,India,Asia Pacific,2022-02-19
CUST_000123,Price-Carrillo,Manufacturing,Small Business,U.S.A.,Europe,2026-03-13
CUST_000124,Gates PLC,Healthcare,,Canada,Latin America,2023-02-03
CUST_000125,Bender LLC,Energy,Enterprise,United States,Latin America,2025-02-20
CUST_000126,Medina-Navarro,Finance,Mid Market,Japan,North America,2025-05-24
CUST_000127,Freeman LLC,Logistics,Small Business,U.K.,Europe,2023-05-25
CUST_000128,Price Ltd,,Mid Market,Sweden,Europe,2024-09-24
CUST_000129,Ramsey-Pittman,Technology,Small Business,,North America,2026-01-19
CUST_000130,"Ferguson, Meadows and Vargas",Energy,Enterprise,India,North America,2024-08-22
CUST_000131,Day and Sons,Energy,Consumer,Sweden,North America,2025-10-05
CUST_000132,Williams Group,Retail,Enterprise,Canada,Latin America,2022-10-19
CUST_000133,Murphy-Juarez,Finance,Mid Market,US,Europe,2023-01-31
CUST_000134,King-Miller,Energy,Small Business,Canada,Europe,2021-02-08
CUST_000135,"Williams, Crane and Walker",Energy,Small Business,Canada,Latin America,2021-05-18
CUST_000136,"Williams, Johnson and Wright",Logistics,Enterprise,Germany,Europe,2025-08-11
CUST_000137,"Hernandez, Martinez and Caldwell",Manufacturing,Mid Market,United Kingdom,Latin America,2024-02-06
CUST_000138,Marshall LLC,Logistics,Consumer,Sweden,Latin America,2025-03-19
CUST_000139,Obrien Ltd,Technology,Small Business,Sweden,Europe,2024-12-12
CUST_000140,Oconnell Inc,Technology,Small Business,US,North America,2024-03-06
CUST_000141,Johnston-Odonnell,Technology,Small Business,Sweden,Asia Pacific,2023-01-23
CUST_000142,"Gonzalez, Vargas and Rivas",Manufacturing,Consumer,Canada,Asia Pacific,2022-05-03
CUST_000143,"Barton, Jefferson and Burke",Retail,,Sweden,Asia Pacific,2021-08-31
CUST_000144,"Patton, Reed and Patterson",Energy,Enterprise,Germany,Europe,2023-01-14
CUST_000145,"Holland, Smith and Fisher",Technology,Mid Market,Canada,Latin America,2023-09-11
CUST_000146,Yu-Reid,Finance,Small Business,Canada,Europe,2025-07-21
CUST_000147,"Hernandez, Thompson and Boyd",Healthcare,Mid Market,India,Latin America,2024-07-28
CUST_000148,"Morton, Medina and Webb",Healthcare,Small Business,U.K.,Asia Pacific,2023-05-24
CUST_000149,"Vargas, Morris and Sanchez",Finance,Enterprise,,North America,2026-02-18
CUST_000150,Keith-Sanchez,Finance,Mid Market,Canada,North America,2023-07-22
CUST_000151,"Barnett, Rogers and Snyder",Manufacturing,Mid Market,Germany,North America,2022-10-14
CUST_000152,Lewis-Salinas,Technology,Mid Market,Canada,North America,2022-11-14
CUST_000153,"Haynes, Hill and Smith",Logistics,Mid Market,India,Europe,2026-03-17
CUST_000154,Allen Group,Finance,Enterprise,India,North America,2023-09-08
CUST_000155,Vaughn Ltd,Logistics,Small Business,,Europe,2024-11-28
CUST_000156,Mcguire-Davis,Manufacturing,Mid Market,Sweden,Latin America,2022-03-21
CUST_000157,"Sanchez, Beck and Wood",Manufacturing,Mid Market,Germany,Asia Pacific,2024-01-16
CUST_000158,Coleman-Reese,Manufacturing,Enterprise,UK,North America,2022-10-26
CUST_000159,"Chavez, Parker and Hall",Technology,Enterprise,India,Latin America,2024-12-17
CUST_000160,Wilson-Herrera,Energy,Small Business,Sweden,Asia Pacific,2025-03-09
CUST_000161,Lee Ltd,Healthcare,Small Business,U.K.,North America,2023-08-30
CUST_000162,"Lawrence, Wolf and Carlson",Technology,Small Business,Sweden,Asia Pacific,2026-05-21
CUST_000163,Phillips LLC,Finance,Small Business,India,Latin America,2021-12-26
CUST_000164,Erickson and Sons,Manufacturing,Enterprise,UK,Europe,2022-07-05
CUST_000165,Tran Ltd,Healthcare,Enterprise,,Europe,2026-03-09
CUST_000166,"Oneill, Henry and Salas",Finance,Small Business,UK,Asia Pacific,2024-02-26
CUST_000167,Mendoza-Peterson,Technology,Enterprise,Sweden,North America,2026-04-21
CUST_000168,Everett-Woods,Healthcare,Small Business,US,North America,2025-07-08
CUST_000169,Vasquez-Ray,Energy,Enterprise,United Kingdom,Latin America,2024-10-09
CUST_000170,Hernandez PLC,Healthcare,Mid Market,Germany,Europe,2026-03-19
CUST_000171,Mcknight Inc,Healthcare,Enterprise,United Kingdom,Europe,2024-01-25
CUST_000172,Obrien-Gibbs,Technology,Mid Market,U.K.,North America,2022-03-29
CUST_000173,"James, Kerr and Evans",Energy,Small Business,India,Asia Pacific,2024-03-26
CUST_000174,Torres-Oliver,Manufacturing,Mid Market,Sweden,Europe,2024-05-07
CUST_000175,"Garcia, Farmer and Garrett",Retail,Enterprise,U.K.,Latin America,2022-06-15
CUST_000176,Moore and Sons,Energy,Small Business,Canada,Europe,2024-01-13
CUST_000177,Smith Group,Technology,Enterprise,Germany,North America,2024-10-14
CUST_000178,Carter-Hall,Finance,Mid Market,France,Europe,2024-11-19
CUST_000179,"Heath, Jones and Hall",Retail,Enterprise,United Kingdom,Asia Pacific,2022-06-15
CUST_000180,"Lawrence, Lara and Gonzalez",Manufacturing,Small Business,Germany,North America,2021-08-19
CUST_000181,Holland LLC,Retail,Consumer,India,Latin America,2025-07-17
CUST_000182,Brown LLC,Manufacturing,Enterprise,United States,Europe,2024-04-08
CUST_000183,"Morse, Gonzales and Harrison",Finance,Consumer,Sweden,North America,2022-09-03
CUST_000184,Bender-Mason,Finance,Enterprise,UK,Latin America,2023-09-18
CUST_000185,George Group,Energy,Consumer,Sweden,North America,2025-01-13
CUST_000186,"Wright, Davis and Hayden",Retail,Mid Market,Sweden,North America,2025-08-04
CUST_000187,"Matthews, Smith and Hubbard",Healthcare,,U.S.A.,Europe,2025-07-06
CUST_000188,"Williams, Avila and Ruiz",Logistics,Mid Market,U.K.,Europe,2024-07-30
CUST_000189,White-Richards,Energy,Mid Market,India,North America,2024-06-27
CUST_000190,Costa-Harrison,Technology,Mid Market,,Latin America,2023-03-31
CUST_000191,Santiago-Hodge,Energy,Mid Market,Sweden,North America,2022-10-24
CUST_000192,"Simpson, Bates and Morales",Healthcare,Enterprise,Canada,Latin America,2025-03-06
CUST_000193,Gibson LLC,Healthcare,Enterprise,Sweden,Latin America,2022-05-22
CUST_000194,Cordova Group,Finance,Consumer,Japan,Asia Pacific,2025-10-02
CUST_000195,Sandoval PLC,Energy,Unknown,U.S.A.,North America,2023-07-16
CUST_000196,Lopez LLC,,Small Business,Sweden,Latin America,2024-06-03
CUST_000197,Garrett-Wolf,Finance,Enterprise,Germany,North America,2022-02-13
CUST_000198,"Anderson, Roberts and Gilmore",Energy,Consumer,Japan,North America,2023-08-31
CUST_000199,Dudley PLC,Logistics,Consumer,Canada,Latin America,2025-05-23
CUST_000200,"Moore, Pierce and Tran",Energy,Consumer,United Kingdom,North America,2021-07-06
CUST_000201,Murray Inc,Logistics,Mid Market,France,North America,2024-07-23
CUST_000202,Jimenez Ltd,,Consumer,U.S.A.,Asia Pacific,2022-08-09
CUST_000203,"Hill, Davenport and Baird",Finance,Small Business,United States,Europe,2022-05-04
CUST_000204,"Thomas, Lee and Greene",Technology,Small Business,U.K.,North America,2025-02-06
CUST_000205,Shields LLC,Healthcare,Enterprise,India,North America,2025-03-30
CUST_000206,Morgan-French,Finance,Enterprise,France,Latin America,2022-06-20
CUST_000207,Campbell LLC,Manufacturing,Mid Market,UK,Europe,2025-08-07
CUST_000208,"Duarte, Burns and Hernandez",Technology,Mid Market,UK,North America,2023-12-17
CUST_000209,Cook-Hines,Finance,Small Business,Germany,North America,2023-01-27
CUST_000210,Kane-Pollard,Finance,Mid Market,France,North America,2022-04-25
CUST_000211,Hall-Rowe,Technology,Mid Market,Sweden,Europe,2021-03-29
CUST_000212,"Kennedy, Mcintyre and James",Manufacturing,Small Business,Japan,Europe,2026-06-06
CUST_000213,"Pollard, Simpson and Johnson",Retail,Mid Market,India,Europe,2023-10-05
CUST_000214,"Rivera, Garcia and Kirk",Healthcare,Mid Market,France,Asia Pacific,2021-07-20
CUST_000215,Smith-Thomas,Technology,Mid Market,U.S.A.,Europe,2025-10-14
CUST_000216,Jones LLC,Retail,Mid Market,France,Asia Pacific,2022-11-11
CUST_000217,"Sanders, Miller and Murphy",Manufacturing,Mid Market,India,Asia Pacific,2024-09-14
CUST_000218,"James, Stewart and Higgins",Logistics,Small Business,UK,Europe,2025-03-04
CUST_000219,"Johnson, Jones and Welch",Healthcare,Unknown,India,Europe,2026-01-22
CUST_000220,Francis Group,Retail,Consumer,Canada,Europe,2026-05-17
CUST_000221,"Padilla, Garcia and Jackson",Healthcare,Mid Market,Germany,Asia Pacific,2022-08-24
CUST_000222,Williams Inc,Logistics,Small Business,U.S.A.,Europe,2022-08-12
CUST_000223,Jordan-Sanchez,Manufacturing,Small Business,Sweden,Europe,2023-04-07
CUST_000224,"Sparks, Jackson and Miller",Logistics,Mid Market,USA,North America,2025-10-13
CUST_000225,"Vega, Jimenez and Aguilar",Finance,Enterprise,Japan,North America,2022-04-11
CUST_000226,"King, Scott and Smith",Healthcare,Small Business,Sweden,Latin America,2025-06-03
CUST_000227,Byrd-Moore,,,U.K.,Europe,2023-06-06
CUST_000228,Huerta-Evans,Finance,Enterprise,Germany,Latin America,2026-04-14
CUST_000229,"Wright, Bruce and Gonzalez",Technology,Enterprise,USA,Asia Pacific,2023-02-11
CUST_000230,Rodriguez-James,Logistics,Mid Market,Germany,Europe,2022-12-22
CUST_000231,Haney-Phillips,Retail,Enterprise,Japan,North America,2026-05-16
CUST_000232,"Foster, Smith and Grimes",Technology,Consumer,Germany,North America,2025-04-11
CUST_000233,Lozano Ltd,Healthcare,Small Business,Germany,Asia Pacific,2023-09-24
CUST_000234,Parsons-Hall,Finance,Enterprise,Sweden,Europe,2025-05-28
CUST_000235,Fields PLC,Finance,Enterprise,France,North America,2022-05-18
CUST_000236,"Saunders, Becker and Taylor",Finance,Mid Market,Canada,Europe,2021-07-14
CUST_000237,"Lucas, Parker and Alexander",Healthcare,Enterprise,Canada,North America,2024-03-08
CUST_000238,"Anderson, Browning and Murphy",Technology,Enterprise,US,Asia Pacific,2023-04-14
CUST_000239,Anderson PLC,,,Japan,Europe,2025-10-25
CUST_000240,Schmidt-Mcintyre,Technology,Consumer,United Kingdom,North America,2025-07-24
CUST_000241,Sloan-Raymond,Healthcare,Consumer,Japan,North America,2026-04-25
CUST_000242,Francis-Morgan,Technology,Enterprise,India,Asia Pacific,2021-08-20
CUST_000243,Taylor and Sons,Logistics,Consumer,France,Europe,2025-09-22
CUST_000244,"Craig, Sanders and Singleton",Retail,Mid Market,Japan,Europe,2024-01-23
CUST_000245,Gibbs Inc,Finance,Enterprise,Germany,Latin America,2022-06-15
CUST_000246,Gibson Ltd,Technology,Small Business,India,Asia Pacific,2025-02-11
CUST_000247,Richards-Carson,Energy,,Sweden,North America,2026-03-02
CUST_000248,Leonard Group,,Mid Market,Germany,Asia Pacific,2021-02-20
CUST_000249,"Murphy, Bishop and Holland",Logistics,Enterprise,,North America,2024-06-28
CUST_000250,Blankenship-Turner,Retail,Enterprise,USA,North America,2023-03-31
CUST_000251,Williams Inc,Logistics,Enterprise,France,Latin America,2022-09-03
CUST_000252,Wilson-Young,Manufacturing,Consumer,Sweden,North America,2023-12-15
CUST_000253,Chavez-Santiago,,Mid Market,US,North America,2025-01-30
CUST_000254,"Barnes, Newton and Moore",Healthcare,Enterprise,India,Europe,2023-04-13
CUST_000255,Bass PLC,Healthcare,Mid Market,Japan,North America,2023-03-30
CUST_000256,Johnson-Wood,Retail,Enterprise,USA,North America,2023-06-09
CUST_000257,Foley Inc,Energy,Consumer,Japan,Europe,2026-05-22
CUST_000258,Stephens-Levine,Technology,Mid Market,U.K.,Europe,2022-12-21
CUST_000259,Hill-Donaldson,Finance,Consumer,United Kingdom,Europe,2026-03-19
CUST_000260,Davis-Lewis,Finance,Enterprise,India,Latin America,2024-07-06
CUST_000261,Williams LLC,Retail,Consumer,France,Europe,2022-05-04
CUST_000262,Buchanan and Sons,Energy,Enterprise,India,North America,2021-05-18
CUST_000263,"Clark, Robinson and Kane",Logistics,Enterprise,India,Latin America,2022-10-22
CUST_000264,Kramer PLC,Finance,Consumer,India,Europe,2021-01-06
CUST_000265,Huerta PLC,Healthcare,,Germany,Latin America,2022-05-18
CUST_000266,Rodriguez Inc,Logistics,Small Business,United States,Europe,2021-09-22
CUST_000267,Tyler-Young,Energy,Small Business,US,Europe,2022-10-12
CUST_000268,Baker and Sons,Logistics,,Canada,Asia Pacific,2025-01-27
CUST_000269,"Wilson, Brown and West",Finance,Small Business,France,Europe,2022-12-28
CUST_000270,"Rodriguez, Gordon and Dougherty",Energy,Small Business,Sweden,North America,2021-03-28
CUST_000271,"Boyd, Ellis and Maynard",Retail,Enterprise,India,North America,2021-05-03
CUST_000272,Boone-Simmons,Healthcare,Small Business,France,North America,2021-08-05
CUST_000273,"Browning, Jones and Miller",Energy,Enterprise,Sweden,North America,2024-05-05
CUST_000274,Martinez PLC,Technology,Mid Market,France,Europe,2024-06-23
CUST_000275,"Joseph, James and Harper",Healthcare,Mid Market,Canada,Latin America,2022-08-15
CUST_000276,"Jacobs, Garcia and Miles",Healthcare,Mid Market,Canada,Latin America,2025-09-07
CUST_000277,"Rich, Arnold and Glenn",Manufacturing,Enterprise,USA,North America,2023-05-13
CUST_000278,Gutierrez Group,Manufacturing,Mid Market,Japan,Europe,2023-03-11
CUST_000279,"Davis, Simmons and Ortega",Logistics,Small Business,India,North America,2023-01-21
CUST_000280,Mcdaniel Group,Finance,Small Business,Sweden,Europe,2021-05-15
CUST_000281,Davis Inc,Energy,Consumer,Germany,North America,2025-02-02
CUST_000282,Cain-Hawkins,Healthcare,Enterprise,Germany,North America,2024-03-22
CUST_000283,"Hoffman, Santiago and Jenkins",Energy,Enterprise,United Kingdom,Latin America,2025-10-19
CUST_000284,Parrish-Griffith,Technology,Small Business,France,Latin America,2026-04-27
CUST_000285,"Edwards, Garcia and Romero",Energy,Small Business,U.K.,North America,2021-11-07
CUST_000286,Walker-Rodriguez,Technology,Small Business,Canada,Europe,2025-08-23
CUST_000287,Wilson-Ramirez,Retail,,Canada,North America,2022-03-30
CUST_000288,Bruce-Villegas,Healthcare,Small Business,India,Latin America,2025-06-30
CUST_000289,"Leonard, Hawkins and Lynch",Energy,Consumer,UK,Europe,2024-08-12
CUST_000290,"Adams, White and Park",Manufacturing,Small Business,India,North America,2022-09-12
CUST_000291,Bell-White,Manufacturing,Mid Market,India,Asia Pacific,2021-10-15
CUST_000292,"Morales, Thomas and Schultz",Healthcare,Mid Market,Japan,Latin America,2021-03-03
CUST_000293,"Moreno, Bennett and Chavez",Technology,Mid Market,France,Europe,2021-11-12
CUST_000294,Griffith-Frank,Technology,,Japan,Europe,2024-02-13
CUST_000295,Ware and Sons,Retail,Small Business,U.K.,North America,2021-11-12
CUST_000296,"Williams, Miller and Ramos",Retail,Small Business,Germany,Latin America,2023-05-01
CUST_000297,"Ramos, Nelson and Fischer",Finance,Enterprise,US,North America,2021-08-17
CUST_000298,Rodriguez-Gregory,Finance,Small Business,USA,Europe,2024-04-04
CUST_000299,"Estrada, Williams and Foster",Retail,Mid Market,,North America,2024-04-17
CUST_000300,Harris and Sons,Technology,Small Business,France,Europe,2025-03-20
CUST_000301,Roberts-Wilson,Finance,Enterprise,Sweden,North America,2023-09-25
CUST_000302,Thompson-James,Retail,Mid Market,United Kingdom,Latin America,2024-11-12
CUST_000303,"Hansen, Barnett and Gomez",Finance,Mid Market,Sweden,Latin America,2023-03-08
CUST_000304,"Williams, Smith and Morse",Finance,,India,Asia Pacific,2025-09-26
CUST_000305,"Patterson, Sullivan and Bowman",Technology,Mid Market,Canada,Asia Pacific,2022-08-04
CUST_000306,Smith-Nguyen,Technology,Mid Market,Germany,Europe,2025-05-27
CUST_000307,"Stevens, Norris and Cox",Healthcare,Mid Market,France,Latin America,2023-05-27
CUST_000308,Sanchez PLC,,Mid Market,France,Asia Pacific,2023-03-15
CUST_000309,Foster LLC,Retail,Consumer,Japan,Europe,2025-02-05
CUST_000310,Cook and Sons,Healthcare,Small Business,India,Latin America,2021-06-03
CUST_000311,"Wilson, Hicks and Bullock",,Mid Market,Sweden,Latin America,2022-12-02
CUST_000312,"Mullen, Brewer and Hernandez",Retail,Small Business,U.K.,Latin America,2021-07-26
CUST_000313,Gonzalez-Morrison,Logistics,Enterprise,Sweden,Asia Pacific,2025-03-05
CUST_000314,"Jones, Bean and Burton",Healthcare,Enterprise,Germany,North America,2023-07-20
CUST_000315,"Wolf, Cole and Glass",Energy,Consumer,France,Asia Pacific,2024-02-07
CUST_000316,"Downs, Morris and Maddox",Logistics,Enterprise,UK,North America,2022-09-27
CUST_000317,Jones-Ramos,,Small Business,France,Asia Pacific,2022-08-31
CUST_000318,Vargas-Bell,Manufacturing,Mid Market,France,Asia Pacific,2021-05-29
CUST_000319,Hayes-Brown,Technology,Mid Market,UK,Asia Pacific,2025-07-27
CUST_000320,Newman Inc,Manufacturing,Small Business,Canada,Latin America,2024-05-18
CUST_000321,"Cruz, Carpenter and Best",Manufacturing,Enterprise,U.S.A.,Asia Pacific,2025-01-22
CUST_000322,Cole PLC,Logistics,,Canada,Asia Pacific,2024-07-31
